Namuna,Qatlam (sm),Mexanik tarkib,DNS (%),Tuproq zichligi (g/cm³),pH,EC (mS/cm),N (mg/kg),P (mg/kg),K (mg/kg),Gumus (%),Mg (mg/kg),S (mg/kg),Zn (mg/kg),Mn (mg/kg),B (mg/kg),Fe (mg/kg),Cu (mg/kg),Mikroorganizmlar(CFU/g),Ekin
F143-A,0-20,Loyqa,25.1,1.41,5.73,1.76,8.2,24.8,103.3,2.9,161.5,5.5,0.81,5.7,0.9,263.4,0.45,4765769,Kartoshka
T125-D,0-20,Qumloq,27.5,1.42,5.67,1.08,35.4,19.3,203.4,3.7,132.7,10.9,0.56,21.4,0.54,156,0.86,19544197,Kartoshka
T195-D,20-40,Qum,17.9,1.22,6.49,0.43,46.8,22.2,109.6,3.5,96.1,6.4,1.28,5.3,0.82,478.8,0.5,,Kartoshka
P015-C,20-40,Qumloq,23.5,1.23,5.89,0.7,41.4,28.7,70,2.7,93.3,5.1,1.06,14.7,1.11,,3.23,63922867,Kartoshka
T167-D,20-40,Qumloq,20.4,1.37,6.23,1.26,58.9,10.3,100.6,2,130.1,5.4,0.74,15.4,,345,1.16,14008957,Kartoshka
S250-B,20-40,Loyqa,25.6,1.35,6.42,0.5,12.4,17,70,2.5,175.1,4.9,0.47,5.6,,40,1.97,58792445,Kartoshka
S182-B,60-90,Loyqa,28.7,1.42,6.03,0.25,14.6,15.2,168.8,2.2,102.1,12.3,1.16,4,0.83,207.2,0.81,864413,Kartoshka
P175-C,20-40,Qumloq,19.2,,5.22,0.21,110,9.3,175,3.1,155,5.5,0.87,60,0.48,159.7,0.45,2872318,Kartoshka
P142-C,0-20,Loyqa,25.7,1.48,4.99,0.1,21.6,14,70,2.4,105.9,4.2,2.08,11.2,1.04,216.5,0.4,58792445,Kartoshka
F265-A,20-40,Qum,18.3,1.33,5.89,0.86,25.5,31.3,238.2,1.8,62.1,23.3,2.04,22.2,0.63,78.5,0.53,3934437,Kartoshka
S044-B,0-20,Loyqa,22,1.2,5.7,0.17,23.9,25,70,2.6,129.1,16.1,2.89,60,0.6,41.9,1.28,58792445,Kartoshka
S209-B,0-20,Qumloq,21.6,1.42,5.85,0.27,12.3,35.4,280,2.6,127.9,4,0.44,26.2,1.23,299.6,1.44,23961758,Kartoshka
T124-D,0-20,,18.3,1.28,5.79,0.31,83.3,22.2,135.3,1.4,93,4,1.65,10.1,0.83,121.6,1.53,9306143,Kartoshka
T252-D,0-20,Qumloq,19.2,1.4,7.2,0.59,13.6,16.8,70,1.9,,8.3,0.67,4.5,0.93,338.7,0.4,11606819,Kartoshka
T009-D,60-90,Qum,,1.59,5,0.4,9.2,15.5,70,2.6,84.6,10.3,0.45,8.5,1.04,86.1,3.52,58792445,Kartoshka
F151-A,40-60,Qumloq,20.3,1.18,4.8,0.77,22.3,26.1,178.6,4.2,92.9,4,0.85,42.5,0.54,550,0.49,1436048,Kartoshka
S208-B,20-40,Qumloq,28.9,1.16,,0.13,8,25.1,106.5,3.5,,22.3,2.82,20,1.01,541.4,1.32,1448501,Kartoshka
S157-B,0-20,Qumloq,,1.31,5.57,0.18,14.8,18,130.8,2.8,86.8,15.5,0.89,9.2,0.57,249.5,1.4,58792445,Kartoshka
P243-C,0-20,Loy,22.3,1.28,5.99,0.51,11.8,12.6,280,3.1,109.5,13,4.2,4.7,0.56,142.4,0.44,1854128,Kartoshka
P218-C,0-20,Qumloq,26.6,1.38,6.15,0.35,42.5,45,85.8,2.4,123,,1.86,4,0.63,459.7,1.97,13374342,Kartoshka
P181-C,0-20,Qum,15.3,,6.57,0.31,13.9,16.8,146,2.6,97.2,11.3,0.88,20.8,0.54,277.2,5.14,4702868,Kartoshka
T139-D,20-40,Loyqa,30.1,1.17,4.9,,66.6,,280,3.5,80.5,13.5,3.04,20.8,0.91,234,1.79,22555174,Kartoshka
P129-C,20-40,Qumloq,18.6,1.39,5.47,1.46,104.5,22.8,169.2,3.4,118.8,29.1,1.71,18.4,0.77,550,0.89,13044665,Kartoshka
S062-B,20-40,Qum,19.1,1.34,6.06,0.81,53.3,16.2,70,2.8,56.4,18.6,0.57,5.6,0.58,550,0.8,13617675,Kartoshka
S162-B,0-20,Qumloq,20.4,1.41,6.26,0.18,20.3,22.9,199.4,2.4,125.7,4.4,,4,0.87,45.4,0.86,58792445,Kartoshka
F275-A,60-90,Loyqa,24.3,1.25,,0.14,31.3,29.5,70,3,103.9,14.1,1.48,12.6,0.63,56.7,0.59,3490279,Kartoshka
S099-B,20-40,Qumloq,19.7,1.42,6.37,2.2,8,21.1,280,2.8,83.7,5.4,1.22,10.1,0.62,76.3,1.19,58792445,Kartoshka
S248-B,20-40,Qum,20.2,1.21,5.77,0.79,27.4,11.1,78.7,3.7,91,14.5,0.61,30.3,0.71,40,0.45,2546835,Kartoshka
P269-C,20-40,Loy,22.4,1.41,5.27,,10.7,23,280,2.2,114.4,10.5,3.08,11.6,0.82,168,0.4,58792445,Kartoshka
P052-C,0-20,Loyqa,27.8,1.31,5.46,0.83,43.8,17.8,280,2.2,112.3,4,1.82,12.3,0.8,348.3,1.17,766619,Kartoshka
S152-B,0-20,Qum,16.5,1.27,,0.95,110,25.6,80.2,2.5,45,7.4,1.99,29.1,0.61,175.8,1.01,17021581,Kartoshka
S185-B,0-20,Qumloq,23.7,1.45,6.19,1.01,35.6,30.2,142,,,8.8,0.8,21,0.91,100,0.67,7445915,Kartoshka
S155-B,20-40,Qum,18.1,1.45,5.95,0.49,8,18.2,237.3,1.1,91.4,4.1,2.34,25.2,0.64,550,0.41,10424658,Kartoshka
F274-A,0-20,Loyqa,21.8,1.17,5.01,0.44,22.1,12.4,242.3,3.6,121.2,12.6,2.49,13.8,0.54,210.1,1.22,58792445,Kartoshka
S141-B,0-20,Qum,18.3,1.25,5.54,0.11,30.7,10.7,190.8,3,50.3,15.8,0.7,25.7,0.33,262.5,0.5,2813221,Kartoshka
F028-A,0-20,Qumloq,30.9,1.42,6.33,1.67,26.4,22.1,280,2.4,140.2,7.7,0.39,27.2,0.95,550,0.91,25999527,Kartoshka
P065-C,0-20,Loyqa,21.7,1.35,6.01,0.65,,23.1,128.5,2,102.7,8.4,1.91,10.9,0.7,157.2,3.44,55012346,Kartoshka
T053-D,,Qum,21.3,1.23,6.14,0.24,38.2,15.5,108.3,3.6,69.1,26.7,0.34,7,0.75,550,1.58,58792445,Kartoshka
F146-A,20-40,Qum,22.4,1.37,6.03,1.61,8,14.9,109.8,2.3,117.5,,1.36,39.6,0.96,110,0.4,1341778,Kartoshka
T246-D,0-20,Qumloq,20.6,1.19,6.78,1.58,10.7,17.9,255.3,2.5,92.4,9.4,,4.1,0.58,550,0.41,39585544,Kartoshka
T175-D,0-20,Qum,12.9,1.23,5.94,2.2,44.6,17.5,180.8,2.5,90,4.1,3.18,21.8,0.36,61.6,1.11,1926126,Kartoshka
S027-B,0-20,Qumloq,25.5,1.33,5.57,1.34,11,8,171.7,3,124.1,14.3,0.88,13.8,0.72,318,0.4,58792445,Kartoshka
P245-C,0-20,Qum,15.8,1.33,5.25,2.2,37.5,11.4,244.3,2.1,83.8,9.3,2.91,4,0.78,88.8,0.4,58792445,Kartoshka
F034-A,0-20,Qumloq,32.4,1.33,5.95,0.27,8.8,17.6,70,3.6,117.1,24.6,0.8,34,0.63,550,1.45,573554,Kartoshka
T252-D,0-20,Qum,17.7,,4.8,1.21,110,24.4,173.9,2.6,83.6,8.6,2.67,4,1.07,106.4,1.25,58792445,Kartoshka
F028-A,0-20,Loyqa,21.6,1.28,5.69,1.14,15.7,15.5,163.1,3.8,128.5,4,6.24,4,0.15,247.9,1.37,4081552,Kartoshka
S077-B,20-40,Qumloq,19.2,1.5,5.68,0.26,20.3,23.3,280,,108.7,4,0.51,22.4,0.98,88,1.2,15032260,Kartoshka
P044-C,20-40,Loyqa,30.3,1.26,4.98,0.16,39.3,,70,3.3,162.6,16.1,1.52,29.1,0.9,504.7,0.96,58792445,Kartoshka
S061-B,0-20,,21.7,,5.24,2.2,13.2,31.1,280,1.9,77.2,4.7,6.5,9.3,0.81,87.5,,1916758,Kartoshka
T116-D,0-20,Loyqa,25.5,1.19,6.29,0.31,34.8,29.3,147.6,3.6,149.1,13.7,1.27,11.7,0.15,550,1.44,30034484,Kartoshka
T231-D,20-40,Loy,31,1.4,5.94,1.33,54.2,23.8,197.1,4,156.7,11.6,1.26,4,1.02,60.2,2.92,4525636,Kartoshka
T153-D,20-40,,16.1,1.65,5.86,0.1,43.1,14.9,280,1.1,89.2,5,2.25,24.2,0.44,41,0.7,58792445,Kartoshka
T157-D,40-60,Loy,26.2,,5.98,0.11,62.7,19.1,207.3,3.7,165.5,9.5,1.24,15.1,0.57,512.7,0.49,9684757,Kartoshka
F051-A,20-40,Loyqa,25.2,1.39,5.86,0.48,21.1,19.3,185.3,2.4,118.5,4.4,0.31,12.3,0.66,,0.45,2358390,Kartoshka
S109-B,0-20,Qumloq,,,6.55,0.26,29.4,19,165.9,4.2,63.3,11,2.97,8.9,0.8,178.6,0.55,4964176,Kartoshka
P042-C,0-20,Qumloq,26.8,1.35,5.87,0.8,110,25.9,99.8,2.3,108.2,5.2,0.3,19.9,0.86,126.3,1.15,827553,Kartoshka
,20-40,Qum,16.9,1.2,4.93,0.6,70.6,20,137.2,3.5,59.7,7.6,0.86,18,0.92,42.5,0.4,1426178,Kartoshka
S039-B,0-20,Loy,26.7,1.37,6.78,0.15,11.9,28.8,84.8,3,110,7.1,3.15,4,0.9,165.4,1.36,15627629,Kartoshka
S002-B,20-40,Loy,24.6,1.37,6.02,0.21,26.4,33.9,135.7,2.3,94.7,6.6,0.9,60,0.76,550,1.57,407236069,Kartoshka
T231-D,,Loy,19.3,1.28,5.45,0.39,,38.5,70,3.4,117.7,18.5,,45.1,0.8,542.6,0.4,3245927,Kartoshka
T150-D,20-40,Qumloq,25.3,1.36,5.05,0.22,18.6,22.9,189,1.7,95.1,6.1,2.42,5.6,0.43,232.3,0.5,17300339,Kartoshka
F119-A,0-20,Loy,35.5,1.16,6.04,1.04,9.1,32.7,128.6,3,60.7,18.4,0.61,8.6,0.51,550,1.06,7720862,Kartoshka
P145-C,20-40,Qumloq,20.3,1.36,5.73,0.42,17.5,19.5,110.6,2.6,127.5,24.2,0.45,11,0.92,56.1,0.9,2063589,Kartoshka
T037-D,0-20,Qum,15.1,1.33,6.74,0.16,110,24.2,163.3,3.4,115.9,17.6,1.49,19.9,0.91,125.8,1.44,8289130,Kartoshka
S136-B,20-40,Qumloq,20.4,1.3,5.59,0.5,44.6,29.4,70,,125.2,12.6,1.04,4,0.88,,0.91,58792445,Kartoshka
S218-B,40-60,Qumloq,27.4,1.42,5.3,0.16,8,29.1,280,3,104.9,11.3,0.44,10.3,0.57,155.9,2.42,3603025,Kartoshka
F279-A,0-20,Qumloq,26.2,1.23,6.34,0.18,83.9,22.7,130.3,3.1,108.6,16.9,2,4,0.93,,0.8,58792445,Kartoshka
S077-B,60-90,Qumloq,23.5,1.27,,0.26,66.1,17.3,126.4,2.5,99.5,,1.74,7.6,0.41,48.1,0.5,,Kartoshka
P073-C,40-60,Qum,14.7,1.3,5.9,1.28,19.6,9.8,71.2,2.9,78.6,17.7,0.9,8.2,0.97,40,0.48,4120250,Kartoshka
F031-A,0-20,Qumloq,24.6,1.2,6.21,1.65,61.6,21.7,142.4,4,109.1,16.5,0.95,11.6,0.63,442.6,1.67,64761368,Kartoshka
S158-B,0-20,Qumloq,17.3,1.37,5.78,1.15,12.4,,280,2.9,89,6.8,1.75,7.7,1.12,235.2,1.02,57582769,Kartoshka
P225-C,0-20,Qumloq,24.8,1.29,5.94,0.34,16.2,19.8,280,2.5,152.1,15,3.11,6.3,0.32,485.5,1.56,1734841,Kartoshka
F240-A,0-20,Qumloq,28,,6.5,0.29,110,27.5,254.6,3.4,72.8,10.4,0.96,15.7,1.14,111.3,1.54,7557751,Kartoshka
P207-C,0-20,Qumloq,18.7,1.52,6.18,0.58,19.2,27.9,205.2,2.4,128,7.4,2.03,16.5,,82.2,0.4,25062613,Kartoshka
P257-C,20-40,Qumloq,17.5,1.21,5.7,0.87,8,20,108.9,3.9,107.5,7.6,1.89,22.7,0.61,181.3,0.45,58792445,Kartoshka
T225-D,0-20,Qum,22.7,1.33,6.61,2.2,29.1,25,70,3.7,110.3,11.4,2.42,7.1,0.75,460.6,0.49,14321126,Kartoshka
F021-A,0-20,Qum,15.6,1.28,,0.18,22.8,8,121.6,2.4,83,15.9,1.24,11.5,0.53,139.5,0.56,58792445,Kartoshka
T166-D,40-60,Qum,21.2,1.45,7.03,0.13,71.7,10.8,118.7,2.4,70.7,14.7,0.58,5.2,0.68,434.8,0.75,3368668,Kartoshka
P014-C,0-20,Qumloq,23.5,1.36,4.8,0.81,29.1,15.6,280,,103.8,12.1,0.83,30.1,0.52,,2.01,,Kartoshka
F118-A,40-60,Qumloq,23.5,,5.42,1.17,21.3,,173.9,3.7,111,15.7,1.58,4,0.52,150.7,2.31,6802938,Kartoshka
F138-A,0-20,Loyqa,27.3,1.26,5.78,1.22,75.5,23.1,280,3.4,89.6,23.6,5.14,19,0.82,166.6,0.81,10870026,Kartoshka
F090-A,0-20,Qum,14.8,1.09,5.71,0.78,,19.2,280,2.7,,7.6,0.81,18.1,,550,0.84,16748087,Kartoshka
T266-D,20-40,Qumloq,24.8,1.28,6.4,1.95,13.3,24.8,101.7,2.7,65.4,4,2.28,10.1,0.51,226.2,0.61,8593010,Kartoshka
T143-D,20-40,Qumloq,22.5,1.28,5.17,0.53,72.9,26.2,70,2.7,86.9,20.8,0.92,14.9,0.36,550,1.06,2020203,Kartoshka
S224-B,40-60,Qumloq,18.4,1.24,5.96,1.57,31.6,15.3,280,2.8,112.3,6,1.31,4,0.57,40.9,1.15,,Kartoshka
T047-D,20-40,Qumloq,25.7,1.37,5.45,2.16,24.6,13.5,280,2.4,117.5,,4.03,10.3,1.03,207.7,1.76,58792445,Kartoshka
,40-60,Qumloq,23,1.15,5.98,1.23,38.8,24.8,70,4.1,60.5,4,2.21,60,0.49,219.3,1.75,165288802,Kartoshka
T171-D,0-20,Qum,17.1,1.21,5.76,0.32,11,14.1,280,3.3,74.6,14.2,0.44,13.6,0.52,356,0.4,1815380,Kartoshka
P054-C,0-20,Qum,13.7,1.2,5.86,0.23,17.6,8.8,182.9,3.1,86.9,4,0.76,9.8,0.75,73.6,0.9,11190550,Kartoshka
S169-B,20-40,Qum,22.7,1.18,5.47,0.58,30.6,23,156.7,3.6,74.1,6,3.28,15.4,0.61,550,2.63,,Kartoshka
T254-D,40-60,Loy,30.6,1.51,5.49,0.46,17.9,34.9,280,1.8,113,10.2,1.34,20.7,1.26,182.6,0.74,58792445,Kartoshka
P206-C,60-90,Loy,31,1.22,5.97,1.36,91.4,36.2,280,3.3,119.6,15.9,0.48,22,0.66,54.4,2.22,10704660,Kartoshka
F233-A,0-20,Loy,24.9,1.19,6.37,0.16,37.4,25.6,220.9,3.6,115.8,6.4,0.62,8,0.78,176.9,0.81,47508243,Kartoshka
F162-A,0-20,Loyqa,17.3,1.37,5.44,0.28,47.6,25.1,195,1.9,103.5,6.4,,22.5,0.94,127.5,1.13,3846410,Kartoshka
P166-C,20-40,Qumloq,32.8,1.27,5.28,0.94,30.8,31.6,215.5,3.6,114.3,5.5,2.66,60,0.93,550,0.45,727141,Kartoshka
F207-A,0-20,Qumloq,23.9,1.31,,0.16,74.8,,105.8,3.3,,6.5,1.22,27.2,0.76,550,0.46,2000000000,Kartoshka
F278-A,40-60,Qumloq,20.9,1.08,5.78,0.33,37.5,29.8,134.7,2.8,91.4,10.3,6.5,60,0.66,190.1,1.66,34062348,Kartoshka
T212-D,40-60,Qum,18.9,1.42,6.3,0.39,25.7,19.1,74.4,2.6,71.4,5.8,2.32,5.7,1.21,159.2,1.85,25848792,Kartoshka
F097-A,0-20,Loyqa,30.7,,5.26,0.68,22.6,27,,2.1,119.6,6.2,0.99,60,0.68,512.4,1.02,603176,Kartoshka
P256-C,20-40,Qumloq,24.1,1.36,4.8,0.2,8.7,23.3,108.3,1.6,92.8,4,0.62,9.4,0.59,540.1,0.42,58792445,Kartoshka
T027-D,20-40,Loyqa,31.2,1.17,5.48,1.28,47.2,29.5,89.7,3.5,151.2,21.8,0.55,20.8,0.54,40,1.03,,Kartoshka
S137-B,,Qumloq,29,1.37,5.34,0.46,21.6,23.6,154.1,2,50.7,10.2,1.57,30.9,0.27,,2.41,12575375,Kartoshka
S148-B,40-60,Loyqa,20.3,1.32,5.75,1.59,15,11,111.6,2.2,106.4,,0.81,8.5,0.91,,3.39,58792445,Kartoshka
T249-D,20-40,Qumloq,21.2,1.21,5.42,0.48,89.3,32.2,199,4.1,130.5,27.1,4.58,16.8,0.15,42.6,0.8,58792445,Kartoshka
F015-A,40-60,Qumloq,28.4,1.14,6.24,0.29,9.1,15.4,70,3.1,102.6,5.1,3.88,23.9,0.7,474,0.4,13209344,Kartoshka
S082-B,0-20,Qumloq,12.3,1.21,5.63,0.19,18.7,30.8,129.3,3,89.5,7,1.99,7.5,0.65,550,1.8,5215397,Kartoshka
P008-C,40-60,Qumloq,23.5,1.46,5.89,0.1,65,21.4,153.5,2.7,121,4,0.47,,1.26,332.1,0.82,595580,Kartoshka
T048-D,0-20,Qumloq,17.9,1.17,5.89,0.56,40,30.2,112.6,3.5,132.7,35,0.7,4,0.24,,1.94,58792445,Kartoshka
S059-B,0-20,Qumloq,22.1,1.5,,0.17,21.7,,124.1,2,115.3,6.5,3.28,60,0.47,550,1.22,45987728,Kartoshka
T061-D,40-60,Loy,25,1.32,5.79,0.4,35.2,27.5,70,3.1,108,19.1,0.76,,0.67,72.2,0.54,6737312,Kartoshka
S256-B,0-20,Qum,16.5,1.26,6.11,0.63,26.1,20.4,179.7,1.9,85,4,2.94,10.5,0.65,40,1.04,58792445,Kartoshka
P261-C,0-20,Qumloq,21.8,1.25,5.32,0.29,8.3,25,220.3,4,99.9,21.7,1.75,11.2,0.56,370.7,2.5,58792445,Kartoshka
P213-C,60-90,Qum,14.1,1.29,6.64,0.22,20.2,8,197.8,3,90,,1.25,5.2,0.68,137.1,0.9,2449415,Kartoshka
T242-D,60-90,Loy,37.4,1.36,5.66,0.99,97.7,,280,2.1,176.5,7,0.68,12.4,0.39,40,0.48,8757155,Kartoshka
S234-B,,Qumloq,32.4,1.35,5.01,1.86,14.4,14.2,161.2,2.7,45,4.2,1.11,17.2,0.79,165.2,0.4,3840678,Kartoshka
S197-B,20-40,Qumloq,19.1,1.31,5.91,0.16,21.9,23.2,195.7,3.3,112.8,8.7,1.4,38.8,0.15,400.7,0.58,39550782,Kartoshka
S261-B,0-20,Qumloq,31.2,1.41,5.29,0.2,15.3,14,156.2,2.5,66.6,4,2.74,60,0.69,152.8,0.75,58792445,Kartoshka
S036-B,0-20,Qumloq,22.4,1.45,6.2,2.03,22.9,13.7,226.5,2.4,171,7.8,0.59,12.9,0.55,75.8,1.78,5290346,Kartoshka
P213-C,0-20,Qum,18,1.29,7.13,0.12,17.6,26.6,70,3.5,68.8,17.5,0.97,4,0.95,140.8,0.46,141034444,Kartoshka
P260-C,20-40,Qumloq,23.9,1.23,5.33,2.2,39.8,,74.9,2.6,128.7,8.1,1.24,9.8,1.14,176.2,2.97,27963808,Kartoshka
P002-C,20-40,Qum,15.5,1.2,6,0.1,36.3,17.6,280,3.6,76.4,8.2,2.04,10.2,0.62,40,0.4,9061286,Kartoshka
P153-C,20-40,Loy,31.1,1.55,4.8,1.34,53.5,25.6,70,2.8,107.9,12.6,0.58,7.6,1.05,153.8,,89597529,Kartoshka
T077-D,20-40,Qumloq,24.8,1.33,6.07,0.32,11.3,20.3,126.9,3.3,86.9,14.6,0.42,4,0.62,41,3.35,14774740,Kartoshka
T276-D,0-20,Qum,16.1,1.42,5.27,1.77,22.7,20.8,280,3.7,104.7,4,2.06,60,0.46,371.6,1.1,19734942,Kartoshka
T177-D,0-20,Qumloq,18.5,1.34,5.43,0.33,25.3,17.3,131.2,3.7,133.9,10.9,0.36,20.3,,40,0.4,3002401,Kartoshka
P279-C,0-20,Loyqa,21.2,1.42,5.14,0.74,33.8,27.5,105.4,2,174.4,35,3.35,8.1,0.83,548.4,0.96,58792445,Kartoshka
T234-D,20-40,Qumloq,17,1.31,6.24,0.15,13.9,20.2,153.3,3.2,111.4,4,1.06,22,0.7,114.8,0.76,715672,Kartoshka
P097-C,0-20,,26.5,1.21,6.4,0.27,72.7,21,109.3,3.9,140.6,10,0.35,4,0.87,99.1,0.41,,Kartoshka
S197-B,40-60,Qum,13.8,1.12,5.81,0.99,86.4,17.7,143.1,3.4,72.3,35,0.82,4.9,0.77,248.9,1.23,2331571,Kartoshka
S211-B,0-20,Qumloq,23,1.32,,0.55,10.8,17.9,86.8,2.8,102.8,18.6,1.63,7.9,0.68,69.4,0.56,58792445,Kartoshka
F163-A,0-20,Qum,22,1.35,6.75,1.68,19.3,19.4,280,3.5,58.8,6.9,0.78,33.1,0.37,244.6,0.61,748407,Kartoshka
T196-D,0-20,Loyqa,30.8,1.15,5.35,0.44,20.1,17.3,280,4,123.3,12.4,1.22,12.7,0.63,80.5,0.87,,Kartoshka
T078-D,20-40,Qum,,1.3,,1.32,110,20.2,,3.3,63.2,9.5,2.17,4,0.86,97.6,0.67,3582858,Kartoshka
T019-D,20-40,Loy,26,1.33,6.08,0.46,19.9,33.6,70,3.4,145.3,5.7,1.02,34.3,0.67,281.1,4.28,4096529,Kartoshka
S258-B,0-20,Loyqa,33.9,1.22,5.14,2.2,110,16.1,97,3,125.7,8.6,0.57,13,0.93,51.4,0.69,1332900,Kartoshka
P052-C,0-20,Qumloq,26.5,1.38,6.39,2.03,8,21.1,123.1,1.8,117.2,5.6,0.94,4,0.8,44.8,1.36,58792445,Kartoshka
T052-D,20-40,Qumloq,22.8,1.2,5.57,0.34,11.7,25.2,199.4,3.2,151.9,10.1,,11,0.48,236.5,1.11,2866613,Kartoshka
T008-D,0-20,Qum,13,1.33,6.16,1.4,12.2,15.2,70,2,76.3,4.3,4.62,17.6,0.37,174.8,1.28,41734046,Kartoshka
S210-B,40-60,Qumloq,25.9,1.17,6.64,1.23,13.4,25.3,81.7,,128.9,4,0.3,11.7,0.66,,1.35,7632446,Kartoshka
S039-B,20-40,Loy,30.4,1.36,5.07,0.24,16.5,28.5,200.2,,193.5,6.5,,60,0.57,258.1,1.85,58792445,Kartoshka
T136-D,0-20,Loyqa,22.4,1.52,5.46,0.69,11.7,28.1,270.1,1.9,156.9,23.5,1.47,7.1,0.78,191.7,1.21,58792445,Kartoshka
P204-C,0-20,Qumloq,25.5,1.26,5.75,0.15,12.3,17.8,90.6,2.6,138.8,8.9,2.51,14.1,0.52,351.4,1.17,9032192,Kartoshka
F169-A,60-90,Qumloq,,1.36,6.72,1.19,71,15.4,70,2.5,102.3,6.4,0.77,4.1,0.55,,1.04,2791141,Kartoshka
T163-D,0-20,Loy,25.5,1.21,5.4,0.22,90.5,21.8,280,3.5,138.9,16.8,0.3,4,0.96,,0.91,2179288,Kartoshka
T278-D,0-20,Qumloq,13.3,1.38,5.44,0.14,66.3,15.2,242.2,3.1,77,8.3,1.92,34,0.74,40,0.53,664120,Kartoshka
F036-A,40-60,Loy,25.3,1.46,6.09,0.41,39.3,28.5,116.1,2.4,147,29.3,0.57,17.4,0.52,550,0.96,8707095,Kartoshka
S148-B,40-60,Qumloq,28.5,1.43,5.45,0.62,26.4,,257.2,2.4,116.9,7.8,0.4,19.7,0.7,180,1.18,964980,Kartoshka
S047-B,60-90,Qum,15.6,1.34,5.89,1.26,17.2,30.7,128.3,2.9,77.4,14.4,0.42,18.6,1.04,511.9,1.33,2179961,Kartoshka
T051-D,20-40,Qumloq,24.4,1.32,4.87,2.2,10.8,31.1,256.9,2.6,135.7,4.9,1.94,10.1,0.77,123.1,1.13,58792445,Kartoshka
F228-A,0-20,Qum,15.2,1.19,7.13,0.45,39.3,17.7,156.5,3.2,55.9,13.2,1.34,4,0.85,168.9,0.85,45218289,Kartoshka
S154-B,0-20,Qumloq,25.8,1.44,4.99,0.14,9.8,28.1,149.2,3.1,150.9,11.2,2.24,18.7,0.51,109.3,0.96,777695,Kartoshka
F024-A,20-40,Qum,16.9,1.18,5.61,0.93,12.4,8.4,129.3,3.5,92.8,9.6,2.05,40.8,0.96,550,0.68,,Kartoshka
P029-C,20-40,Qumloq,20.1,1.34,5.78,0.6,79,39.7,70,3.1,108.2,6.5,0.86,56.6,1.28,237.8,1.25,58792445,Kartoshka
P184-C,0-20,Loy,32.8,1.41,6.95,0.46,110,19.7,280,2.8,127.5,5.5,1.13,12.9,0.5,99.9,,198227247,Kartoshka
P221-C,40-60,Loyqa,29.6,1.32,5.01,0.32,34.3,20.1,72.4,2.3,134.2,9.5,0.8,18.4,0.4,40,1.13,13352146,Kartoshka
S126-B,0-20,Qumloq,21.5,1.3,,0.52,85.4,9,70,3.8,148,16.2,1.01,7.7,0.74,550,2.01,58792445,Kartoshka
T093-D,0-20,Qumloq,26.4,1.37,6.25,0.35,21.7,25.4,120.6,2.9,112.5,8.1,0.55,10.6,0.92,150.4,0.61,769555,Kartoshka
S090-B,0-20,Qumloq,26.6,1.43,6.05,0.95,8.4,14.3,71.4,3.1,113.6,11.2,1.64,4.6,0.68,408.1,1.52,10351183,Kartoshka
F196-A,0-20,Qum,19.7,1.18,5.21,0.57,,18.2,135,3.9,77.3,10.3,2.84,17.1,0.44,461.5,1.02,58792445,Kartoshka
S255-B,0-20,Qum,12.2,,6.14,1.36,44.5,14.6,,2.8,108.2,9.3,0.62,,0.67,108.2,4.12,2835927,Kartoshka
S119-B,0-20,Qum,20.8,1.22,5.37,0.57,31.7,11.6,280,3.4,70.5,8.5,3.34,14.1,0.85,377.2,0.86,5778724,Kartoshka
T131-D,0-20,Qumloq,21.7,1.39,6.56,0.26,19.1,16.4,247.6,2.2,109.3,7.7,1.31,37.7,0.6,92.6,,2518777,Kartoshka
T131-D,20-40,Qumloq,22.6,1.32,5.22,1.24,63.4,23.6,113,2.8,146.6,35,1.46,35,0.85,60.6,1.01,4985364,Kartoshka
F239-A,20-40,Qum,26,,5.73,0.59,11.6,10.4,144.9,3.2,79.6,11.5,0.31,5.9,0.99,550,0.4,735990,Kartoshka
P280-C,20-40,Qumloq,25.5,1.21,5.47,0.24,,16.8,186.3,2.4,138.4,12.4,0.3,14.2,0.76,151.3,0.69,58792445,Kartoshka
S038-B,60-90,Loyqa,23.5,1.26,5.21,0.69,12.7,,70,3.8,95.9,14.2,1.35,7.9,0.69,318.4,1.85,16649098,Kartoshka
T177-D,0-20,Qumloq,14.5,1.48,6.24,0.37,28.8,40.2,208.7,2.8,104.9,7.2,2.26,10,0.91,282.9,0.74,30028412,Kartoshka
,0-20,Qum,22,1.29,6.12,1.22,11.3,20.3,70,3.5,103,24.5,0.7,28.8,0.49,363.1,0.4,827207009,Kartoshka
P234-C,40-60,Qumloq,18.3,1.39,6.53,,13.6,15.6,280,2.5,93.1,6.7,4.56,15.9,0.46,40,0.98,58792445,Kartoshka
P102-C,,Qumloq,19.8,1.24,4.8,0.88,17.3,19.4,105.5,4,106.2,22.7,2.16,60,0.63,94.6,0.47,4600410,Kartoshka
T248-D,60-90,Loy,24.8,1.27,6.44,0.16,24.1,24.4,123,3.6,,8,0.58,27.4,0.58,126,1.1,58792445,Kartoshka
F122-A,0-20,Qum,22.1,1.52,7.2,0.4,8,15.6,81.7,1.5,59.7,4,1.23,5.8,0.5,72.1,2.96,127913231,Kartoshka
T184-D,60-90,Loyqa,28.9,1.28,5.53,2.2,32.3,26.9,90.1,3.5,109.6,12.7,6.5,27.3,1.16,288.5,1.71,7881396,Kartoshka
