Namuna,Qatlam (sm),Mexanik tarkib,DNS (%),Tuproq zichligi (g/cm³),pH,EC (mS/cm),N (mg/kg),P (mg/kg),K (mg/kg),Gumus (%),Mg (mg/kg),S (mg/kg),Zn (mg/kg),Mn (mg/kg),B (mg/kg),Fe (mg/kg),Cu (mg/kg),Mikroorganizmlar(CFU/g),Ekin
FieldP492-L5-89,0-20,Qumoq,31.29,1.122,6.797,0.208,25.21,14.42,109.43,2.51,95.92,,0.71,3.999,0.719,139.03,1.746,40151455,Qalampir
PEP80-L2-14,20-40,,29.29,1.228,6.181,1.995,63.21,,80,2.49,83.86,14.19,1.208,10.565,0.798,227.22,1.2,126673239,Qalampir
PEP80-L1-58,0-20,Qumloq,,1.216,6.573,0.74,80,20.2,229.29,1.53,50,5,2.307,5.424,0.402,400,2.435,13254481,Qalampir
SoilP2571L3-82,0-20,Loy,32.2,1.176,6.687,0.392,80,22.56,80,2.67,127.23,35,0.511,4,0.687,196.98,1.088,59451917,Qalampir
PEP80-L4-31,20-40,Qumloq,37.27,1.264,6.203,0.294,41.45,27.14,204.2,2.06,102.91,,1.421,22.541,0.363,182.44,1.362,7970699,Qalampir
PEP80-L6-68,0-20,Qumoq,19.69,1.27,6.414,0.401,62.47,24.41,274.76,2.26,79.68,8.62,0.605,6.432,0.794,400,0.915,11793332,Qalampir
SoilP2571L3-26,0-20,Qumoq,27.51,1.302,6.433,0.729,80,17.95,135.95,2.35,86.77,15.43,1.24,9.554,0.468,95.34,0.535,175283340,Qalampir
SoilP2571L9-53,40-60,Qumloq,25.45,1.11,6.697,1.388,45.27,22.6,196.47,1.98,137.99,12.56,0.4,19.992,0.839,230.19,1.633,5225031,Qalampir
SoilP2571L1-33,20-40,Loyqa,34.51,1.152,6.421,0.64,80,22.95,280,2.86,158.21,9.27,1.592,18.017,,184.03,0.501,133654733,Qalampir
FieldP492-L9-60,40-60,Qumloq,27.73,1.166,6.317,1.142,43.44,24.44,153.61,2.72,101.37,14.18,2.361,18.519,0.608,45,1.359,8047883,Qalampir
PEP80-L5-64,0-20,Qumloq,30.5,1.094,6.827,0.901,55.1,27.93,95.22,2.95,140.11,15.28,0.818,6.198,0.933,62.43,0.746,34492052,Qalampir
SoilP2571L5-52,0-20,Qumoq,29.24,1.248,6.347,0.871,27.62,17.86,109.06,,73.79,10.2,1.115,11.81,0.734,67.05,1.156,39379795,Qalampir
FieldP492-L2-97,0-20,Qumoq,21.72,1.139,6.257,0.41,35.52,17.74,138.54,2.31,96.27,8.27,1.074,16.011,0.417,94.33,1.712,30040669,Qalampir
FieldP492-L7-63,40-60,Qumloq,30.19,1.294,6.34,0.784,66.03,15.3,176.74,2.61,170.65,11.82,1.45,9.705,0.914,45,1.869,65163764,Qalampir
PEP80-L2-60,,Qumoq,19.75,1.31,6.665,0.394,16.18,17.92,142.01,2.02,105.58,10.36,0.467,7.113,0.624,192.36,1.657,21264834,Qalampir
PEP80-L7-37,0-20,Qumloq,25.03,1.256,6.953,2.459,43.22,18.48,164.13,1.35,115.65,6.72,0.4,49.994,0.822,163.94,1.113,98638610,Qalampir
SoilP2571L4-26,20-40,Qumoq,23.24,1.155,6.12,0.443,,20.47,148.69,2.38,71.23,19.18,1.025,3.999,0.832,45,0.789,115204182,Qalampir
SoilP2571L9-67,0-20,Loy,37.55,1.249,6.71,0.286,63.81,28.11,109.79,1.81,111.51,,0.399,4.021,1.029,172.1,0.499,6333940,Qalampir
PEP80-L6-86,20-40,Loy,23.47,1.278,6.524,0.569,45.23,33.49,207.15,2.21,105.31,13.09,0.764,,1.042,271.12,1.823,4170911,Qalampir
FieldP492-L3-52,40-60,Loy,35.38,1.072,6.446,0.455,31.6,30.97,189.96,2.58,111.73,5.2,0.877,12.038,0.572,176.93,1.878,59403224,Qalampir
PEP80-L3-43,20-40,Qumoq,27.24,1.239,6.187,1.865,70.94,24.84,280,2.45,50,11.44,,13.751,0.703,138.46,1.414,51931481,Qalampir
FieldP492-L4-46,20-40,,32.63,1.218,6.873,0.864,44.74,19.85,105.1,1.85,113.49,5,0.686,,0.489,144.1,1.475,31351662,Qalampir
SoilP2571L9-78,20-40,Qumoq,27.47,1.051,6.589,0.589,40.92,24.86,119.64,1.77,90.97,24.48,0.399,55,0.914,115.66,0.659,24978131,Qalampir
,20-40,Qumloq,25.23,1.188,6.465,0.901,24.74,23.45,235.21,2.25,123.55,14.78,1.017,8.439,0.839,89.12,0.501,43950642,Qalampir
FieldP492-L8-96,20-40,Qumoq,22.14,1.22,5.997,2.5,,21.2,104.53,2.53,86.1,5.52,0.591,14.445,0.483,61.06,0.597,1842370,Qalampir
PEP80-L4-84,,Loy,37.33,1.226,6.453,0.386,20.15,25.66,252.2,1.5,116.71,12.3,0.399,22.219,0.789,48.59,1.123,4723289,Qalampir
PEP80-L7-80,0-20,Qumoq,18.82,1.333,6.713,0.214,44.49,16.97,,2.1,,7.05,1.239,7.722,1.086,279.59,0.607,5869265,Qalampir
PEP80-L9-48,60-90,Qumoq,25.84,1.161,6.671,0.58,28.46,20.19,104.79,2.1,102.49,6.04,0.4,20.765,0.879,400,1.393,7180099,Qalampir
PEP80-L6-69,0-20,,38,1.289,6.209,0.601,33.79,22.01,80,,137.52,,0.661,18.721,0.695,207.13,0.5,150173405,Qalampir
SoilP2571L4-94,0-20,,21.23,1.06,6.401,0.417,34.91,24.52,280,2.6,89.05,20.91,0.517,4.972,0.793,386.44,1.075,75631876,Qalampir
FieldP492-L1-73,0-20,Qumloq,27.98,1.201,6.816,0.323,36.46,28.77,222.64,2.04,117.33,14.86,0.401,11.665,0.724,140.44,0.815,4628390,Qalampir
PEP80-L7-31,,Qumoq,25.63,1.065,6.679,0.665,43.76,23.69,80,2.73,99.45,20.96,0.632,17.147,0.933,400,0.501,77548129,Qalampir
SoilP2571L7-34,20-40,Qumoq,20.51,1.168,6.272,0.79,43.11,16.42,93.93,2.55,93.71,16.96,1.391,4.755,0.635,169.4,0.945,51934541,Qalampir
SoilP2571L5-45,0-20,Qumoq,24.17,1.248,6.304,0.258,45.67,19.68,111.62,1.92,105.43,7.65,0.676,7.037,0.428,237.57,1.721,35434595,Qalampir
FieldP492-L1-41,40-60,Qumloq,37.71,1.329,,0.329,38.43,21.51,80,1.95,123.18,6.12,0.724,13.883,0.432,92.52,1.179,143044900,Qalampir
FieldP492-L6-22,40-60,Qumoq,25.29,1.2,6.603,0.572,24.39,25.45,95.44,2.6,95.65,5.07,0.797,7.538,0.969,219.95,1.423,41324044,Qalampir
SoilP2571L8-52,20-40,Qumoq,26.65,1.253,6.111,0.619,22.62,25.96,182.12,1.65,103.98,6.5,3.376,19.808,0.566,82.99,1.085,2249921,Qalampir
SoilP2571L8-94,0-20,Qumoq,23.17,1.327,6.478,0.731,80,17.2,80,1.93,72.52,9.85,1.946,11.399,0.828,236.5,0.878,36848400,Qalampir
FieldP492-L6-69,60-90,Qumloq,32.19,1.342,6.868,1.325,15.44,15.53,280,1.58,116.14,11.21,0.734,4,0.685,183.06,0.501,41990292,Qalampir
PEP80-L5-12,,Loyqa,28.05,1.263,6.567,0.356,25.48,29.9,254.79,1.72,146.35,6.14,0.896,34.374,0.571,,1.626,1000000,Qalampir
FieldP492-L5-51,0-20,Loy,,1.24,6.811,0.344,30.17,25.04,80,2.67,155.47,8.67,0.543,4,0.499,400,0.927,2662414,Qalampir
PEP80-L5-48,40-60,Loyqa,28.61,1.188,6.731,2.465,32.83,20.55,81.22,2.94,114.75,6.19,0.49,6.873,0.465,400,0.729,3986235,Qalampir
SoilP2571L7-60,40-60,Qumloq,28.66,1.182,6.493,0.339,55.5,26.5,137.89,2.12,95.57,5,2.736,54.999,0.916,246.28,0.805,35911014,Qalampir
SoilP2571L3-18,0-20,Qumoq,24.48,1.171,6.304,0.302,38.62,20.54,,1.71,97.05,,0.502,40.199,0.812,,0.499,12250608,Qalampir
SoilP2571L5-23,0-20,,27.46,1.173,6.497,0.68,17.7,26.43,177.31,1.92,77.02,13.07,1.786,12.122,0.742,146.48,3.351,123855265,Qalampir
SoilP2571L8-57,0-20,Loy,34.53,1.272,6.166,1.024,34.62,25.22,161.31,1.63,142.28,12.87,1.594,20.664,0.516,75.76,1.998,4537921,Qalampir
PEP80-L4-78,20-40,Qumoq,23.66,1.261,6.175,0.566,72.98,21.71,147.85,1.83,90.82,5,1.131,8.096,0.66,336.78,,33154638,Qalampir
PEP80-L7-99,0-20,Qumoq,23.73,1.167,6.675,1.09,43.24,21.6,199.06,2.58,102.17,10.22,1.494,12.031,,76.98,1.989,171485109,Qalampir
SoilP2571L2-68,0-20,Loy,34.84,1.28,,0.403,20.82,28.27,102.88,2.19,139.56,5,1.243,39.669,0.37,400,1.132,19734054,Qalampir
SoilP2571L4-55,20-40,Qumoq,28.6,1.059,6.576,1.329,20.99,19.1,88.57,2.94,85.08,11.59,0.823,8.219,0.735,71.46,0.62,4578937,Qalampir
FieldP492-L6-88,20-40,Qumloq,29.48,1.277,6.549,0.821,12.14,21.6,131.55,1.74,184.19,19.94,1.001,5.748,0.87,50.3,0.5,5086244,Qalampir
PEP80-L2-12,0-20,Qumloq,29.19,1.287,6.395,0.846,60.88,26.52,187.31,2.24,95.45,10.01,0.91,29.202,,148.18,,16966391,Qalampir
PEP80-L4-61,0-20,Qumloq,26.67,1.107,6.208,0.937,42.36,21.84,149.53,2.57,108.77,13.3,1.704,8.887,0.61,104.56,,83664862,Qalampir
FieldP492-L5-80,0-20,Loyqa,23.62,1.269,6.452,2.5,15.4,17.48,82.8,1.71,140.51,7.96,0.4,18.531,0.809,136.41,1.849,6012521,Qalampir
PEP80-L8-75,20-40,Loyqa,26.99,1.186,6.564,1.587,27.7,25.2,84.48,2.36,134.18,8.84,0.884,6.982,0.305,148.7,1.158,45800099,Qalampir
,20-40,Qumloq,35.99,1.312,6.695,0.387,30.87,26.34,250.79,1.87,84.02,6.58,0.598,27.376,0.591,152.07,0.866,1000000,Qalampir
SoilP2571L8-21,0-20,Loy,33.02,1.123,6.374,0.714,61.29,23.89,206.25,2.79,,24.66,0.492,15.766,0.799,137.58,0.774,23955015,Qalampir
PEP80-L7-18,0-20,Loy,38,,6.326,2.227,19.34,33.11,191.45,2.39,120.15,10.71,1.397,11.003,0.755,95.65,0.5,55734920,Qalampir
PEP80-L7-28,0-20,Qumloq,33.62,1.258,6.121,1.923,65.18,26.71,80,2.13,84.99,6.37,1.032,9.758,0.946,45,0.754,74687300,Qalampir
PEP80-L4-34,0-20,Qumloq,28.29,1.144,6.99,0.712,80,24.49,175.49,2.24,81.09,5.99,0.401,8.344,0.651,92.2,0.946,30727347,Qalampir
PEP80-L4-60,20-40,Loy,29.58,1.262,6.077,1.171,59.01,31.84,80,2.07,128.99,7.24,1.605,55,0.2,195.64,4.001,13372630,Qalampir
PEP80-L7-64,0-20,Qumoq,25.77,1.219,6.765,0.575,20.03,16.72,185.95,2.76,77.19,10.17,0.775,4,0.764,53.64,4,202463341,Qalampir
PEP80-L7-14,0-20,Qumoq,30.76,1.23,,1.959,10,19.56,102.56,2.55,50,7.07,2.103,,0.867,344.45,2.203,67889856,Qalampir
FieldP492-L4-12,0-20,Qumloq,36.91,1.234,6.607,0.311,45.14,21.72,244.23,2.45,87.96,14.16,0.665,11.347,0.771,369.14,0.499,3223201,Qalampir
PEP80-L8-74,0-20,,29.47,1.199,6.44,0.77,49.06,13.32,94.75,2.23,70.47,5.05,3.371,6.964,0.591,347.16,1.445,60581806,Qalampir
SoilP2571L5-51,20-40,Qumloq,38,1.211,,0.326,28.84,33.53,278.33,2.18,109.53,22.87,0.615,,0.683,91.25,1.358,11529460,Qalampir
PEP80-L1-88,40-60,Loy,37.09,1.293,6.508,1.652,39.62,22.37,124.53,2.39,86.45,14.51,2.574,14.052,0.564,76.25,2.361,29581040,Qalampir
FieldP492-L6-16,40-60,Qumloq,35.03,1.088,6.74,1.084,18.05,30.66,118.98,2.16,92.06,6.12,0.725,4,0.649,56.59,2.728,33293939,Qalampir
SoilP2571L5-27,0-20,Qumoq,24.89,1.279,6.368,0.311,10.7,10,280,2.03,63.49,19.37,0.987,9.628,0.897,319.46,1.956,17840780,Qalampir
PEP80-L8-41,0-20,Loyqa,29.76,1.261,6.821,2.5,73.85,21.94,131.03,1.49,112.79,9.24,0.553,10.824,0.914,400,1.004,14377171,Qalampir
SoilP2571L8-98,20-40,Qumloq,33.51,1.25,6.515,1.595,18.73,20.59,181.23,2.16,128.74,16.67,0.517,12.07,0.512,,0.884,6295108,Qalampir
SoilP2571L8-96,20-40,Qumloq,27.94,1.345,6.012,1.222,20.17,19.16,195.59,1.51,149.41,5,2.511,26.296,0.873,262.13,2.103,13938166,Qalampir
FieldP492-L8-37,20-40,Loy,30.98,1.062,6.342,0.323,13.54,29.1,140.24,2.97,90.68,14.5,0.776,27.043,0.673,45,1.243,46293116,Qalampir
PEP80-L5-36,0-20,Qumloq,31.62,1.187,6.447,0.968,45.55,16.06,137.71,2.9,154.02,13.27,1.107,16.35,0.524,310.48,0.499,97521596,Qalampir
PEP80-L7-26,20-40,Qumoq,20.59,1.167,6.304,0.177,37.31,25.93,272.56,1.82,100.1,29.27,1.444,55.001,0.288,167.27,3.999,10772335,Qalampir
PEP80-L6-44,20-40,Qumoq,24.78,1.266,6.253,0.886,64.26,23.08,80,2.78,83.31,6.07,0.746,4.252,0.433,128.91,,132275160,Qalampir
SoilP2571L7-52,40-60,Qumoq,23.84,1.282,6.615,0.379,68.54,10.77,80,1.72,102.61,23.68,0.523,19.691,0.525,94.32,1.681,3075799,Qalampir
PEP80-L4-78,0-20,Loyqa,26.35,1.336,6.311,0.937,38.23,24.66,97.35,1.95,139.65,27.76,1.868,5.838,0.666,188.51,2.084,5416696,Qalampir
FieldP492-L6-59,20-40,Qumoq,23.36,1.206,6.745,0.717,80,23.08,184.41,2.08,153.21,5,0.917,7.839,0.813,400,0.499,9814316,Qalampir
PEP80-L4-48,40-60,Qumoq,29.17,1.32,6.571,1.197,10,19.21,85.65,2.25,105.02,9.92,1.437,5.042,0.376,400,0.499,7325583,Qalampir
FieldP492-L9-40,0-20,Qumloq,35.35,1.128,6.466,1.118,70.57,35.55,80,2.7,74.14,14.01,0.784,30.31,0.951,311.9,0.835,4273985,Qalampir
PEP80-L2-60,20-40,Qumloq,28.2,1.299,6.578,0.212,19.42,29.91,138.32,1.46,117.16,14.36,0.485,11.02,0.494,67.32,1.143,11745254,Qalampir
SoilB2502L3-50,0-20,,34.56,1.221,5.774,0.772,10,22.15,80,2.49,67.87,16.32,0.973,8.798,0.716,45,0.518,85218588,Loviya
BEA01-L3-99,20-40,Qumoq,26.29,1.21,6.2,1.847,27.23,21.59,146.48,1.49,,,1.657,17.735,0.626,194.29,1.567,130281260,Loviya
FieldB282-L4-28,20-40,Qumloq,32.23,1.227,6.411,,12.25,27.64,122.48,1.54,139.15,16.72,0.401,9.636,0.825,400,0.5,1000000,Loviya
BEA01-L3-75,20-40,Qumloq,30.99,1.359,6.126,0.757,19.37,37.95,127.45,,95.43,6.42,0.399,11.514,0.549,45,1.302,75522055,Loviya
BEA01-L1-34,40-60,Loyqa,24.02,1.267,6.523,0.136,18.29,23.09,80,2.05,121.22,7.81,0.743,24.893,0.777,119.36,0.788,1000000,Loviya
FieldB282-L7-25,40-60,Loyqa,15.41,1.186,6.183,1.326,14.36,16.67,195.8,1.6,,,1.322,53.099,0.572,400,0.786,4092495,Loviya
FieldB282-L9-80,20-40,Loy,38,1.232,5.933,0.334,19.72,35.42,120.79,2.42,144.54,5,4.352,,1.012,152.98,0.906,15599775,Loviya
FieldB282-L5-80,20-40,Qumloq,32.54,1.176,5.951,1.011,21.27,28.51,240.9,2.79,113.73,15.45,1.999,22.345,0.495,400,1.052,34838884,Loviya
BEA01-L4-24,20-40,Qumoq,27.75,1.261,6.081,1.575,80,18.73,166.44,2.14,87.88,16.98,3.113,10.44,0.779,108.61,0.759,12960083,Loviya
SoilB2502L3-24,0-20,Qumloq,25.94,1.124,5.999,0.925,30.3,22.16,116.69,1.58,106,8.92,1.433,17.89,0.529,349.58,1.547,,Loviya
BEA01-L7-31,40-60,Qumloq,25.06,1.178,6.708,0.581,14.74,13.37,161.05,2.38,150.83,18.69,0.637,12.933,0.823,45,0.501,2917219,Loviya
FieldB282-L3-70,0-20,Loyqa,16.25,1.4,6.16,0.308,16.57,27.81,92.96,1.32,137.93,5.61,1.754,54.999,0.695,225.35,1.89,5653757,Loviya
SoilB2502L1-58,20-40,Loy,34.22,1.266,6.615,0.283,44.31,33.91,280,1.42,53.02,7.05,1.056,4.9,0.76,326.3,1.873,1000000,Loviya
BEA01-L4-96,0-20,Qumoq,21.47,1.218,6.778,0.44,22.76,19.68,243.74,1.59,81.24,21.38,0.688,10.882,0.713,45,2.044,11854719,Loviya
SoilB2502L2-48,20-40,Qumoq,25.83,1.219,6.132,0.827,10,10,245.48,1.5,106.72,,4.499,33.239,0.452,198.86,1.068,33426673,Loviya
FieldB282-L1-44,20-40,Qumoq,23.36,1.209,6.184,0.278,,22.38,269.6,1.55,98.34,10.68,1.316,3.999,0.666,241.02,3.757,4787070,Loviya
FieldB282-L5-48,20-40,Qumoq,20.6,1.193,5.5,0.958,79.38,18.51,84.41,1.96,77.96,5.38,0.877,10.935,0.452,88.82,1.012,14210663,Loviya
FieldB282-L3-53,0-20,Loy,32.73,1.228,5.715,0.42,29.4,21.38,207.84,,181.6,11.14,1.009,55.001,0.653,154.08,1.362,5501282,Loviya
SoilB2502L9-89,20-40,Qumloq,28.23,1.147,6.488,0.169,24.11,15.04,211.83,2.52,100.94,20.66,0.4,27.761,0.85,150.46,1.952,1235159,Loviya
SoilB2502L8-46,0-20,Loyqa,26.47,1.222,5.933,0.407,19,18.88,80,2.21,155.5,6.78,0.399,12.061,0.83,180.44,1.591,57017361,Loviya
FieldB282-L4-57,20-40,Qumloq,31.03,1.183,6.769,0.176,57.43,34.3,80,2.94,110.3,18.83,1.034,4,0.7,45,0.83,6392989,Loviya
BEA01-L9-33,20-40,Loy,36.68,1.275,6.47,,19.97,28.1,91.84,,136.85,18.34,0.913,13.062,1.032,67.98,0.955,23349448,Loviya
BEA01-L3-68,20-40,Qumloq,35.26,1.152,6.147,0.336,10.84,19.96,113.3,2.79,114.7,9.04,,21.701,0.861,221.47,2.059,58785972,Loviya
BEA01-L2-62,40-60,Qumoq,24.69,1.188,6.11,0.144,10,17.13,119.97,1.33,101.19,6.58,0.473,4,0.928,163.86,0.689,1792815,Loviya
SoilB2502L7-65,0-20,Qumoq,,1.3,,0.704,14.37,20.77,257.71,1.58,76.77,8.43,0.403,4,0.906,92.24,1.359,4929424,Loviya
FieldB282-L5-89,40-60,Qumoq,19.49,1.299,6.772,0.145,26.18,14.58,280,1.31,92.05,6.84,0.871,8.876,0.37,92.1,0.733,24256970,Loviya
SoilB2502L1-60,40-60,Loy,38,1.277,6.582,0.186,21.93,28.42,107.91,1.98,170.6,,1.002,7.132,0.675,47.91,2.494,132145454,Loviya
SoilB2502L9-18,40-60,,31.06,1.3,6.587,0.556,12.16,33.65,227.66,1.37,181.93,17.96,0.399,5.845,1.02,81.77,3.763,10932206,Loviya
FieldB282-L4-15,0-20,Loyqa,26.01,1.333,5.868,0.224,18.44,18.58,80,1.59,82.9,5,0.401,10.536,0.599,66.76,1.477,3780437,Loviya
SoilB2502L7-97,20-40,Qumloq,28.46,1.228,5.893,0.653,57.9,17,141.01,1.67,145.05,12.04,1.184,8.102,0.589,99.06,1.843,37546158,Loviya
SoilB2502L8-35,0-20,Qumoq,26.9,1.285,6.13,0.185,21.92,20.9,87.69,1.62,63.41,11.43,2.901,42.316,0.616,72.63,0.936,7283833,Loviya
FieldB282-L8-21,0-20,Qumoq,23.99,1.315,5.936,0.202,10,17.99,186.05,1.2,100.68,21.02,2.206,10.349,0.675,227.06,2.304,26484748,Loviya
FieldB282-L6-75,20-40,Loyqa,33.86,1.158,6.266,0.65,19.84,25.13,114.73,1.37,,8.2,1.449,11.126,0.675,118.36,1.406,12068684,Loviya
FieldB282-L2-49,40-60,Qumoq,28.95,1.317,6.232,1.246,80,12.03,146.52,1.53,84.97,35,0.444,13.92,0.88,174.17,2.051,86227371,Loviya
FieldB282-L6-32,0-20,Qumloq,36.81,1.112,6.521,0.212,14.21,14.73,109.81,2.46,91.95,11.49,,55,1.009,97.57,0.843,195224765,Loviya
SoilB2502L8-75,0-20,,25.6,1.26,,0.655,,34.79,114.62,1.84,112.89,14.18,0.401,4.394,0.685,159.86,1.064,31958673,Loviya
FieldB282-L1-24,0-20,Loyqa,35.38,1.248,6.31,0.505,34.03,26.26,80,1.97,71.68,18.67,0.647,8.409,1.013,171.24,2.269,2349368,Loviya
SoilB2502L5-23,,Loy,30.97,1.29,6.473,0.223,,26.14,181.57,1.38,171.88,8.2,,6.739,0.478,51.87,0.906,3063108,Loviya
SoilB2502L3-91,60-90,Qumloq,28.89,1.221,6.223,0.286,17.5,,80,2.18,84.74,9.06,1.085,10.548,0.458,149.3,1.233,4451332,Loviya
SoilB2502L5-38,20-40,Qumoq,22.02,1.241,6.455,0.137,29.52,18.15,113.92,1.37,97.35,12.9,0.961,36.204,0.417,400,0.599,1251132,Loviya
BEA01-L4-27,20-40,Qumoq,19.16,1.333,6.201,0.866,10,17.28,211.92,1.29,90.56,7.01,0.449,43.555,0.435,400,1.637,12013969,Loviya
SoilB2502L9-36,40-60,Loyqa,24.82,1.325,6.091,0.616,15,23.02,237.53,1.37,88.67,5,2.469,11.254,0.744,81.57,0.577,3840789,Loviya
SoilB2502L1-87,0-20,Qumloq,28.4,1.173,5.921,0.185,10,33.22,227.51,1.91,128.48,17.58,1.166,54.999,0.628,45,0.905,15277536,Loviya
FieldB282-L1-89,20-40,,23.77,1.123,6.336,0.106,10,20.13,181.82,2.28,107.23,26.99,0.69,3.999,0.763,45,1.906,2682645,Loviya
SoilB2502L3-96,0-20,Qumloq,28.02,1.264,6.774,0.527,15.73,,124.74,1.83,132.94,5,0.483,26.96,0.945,45,2.826,19949802,Loviya
FieldB282-L6-77,0-20,Qumloq,32.16,1.3,6.298,0.922,25.9,17.31,123.14,1.89,64.77,8.68,0.876,22.223,0.489,45,1.201,3768242,Loviya
BEA01-L7-61,0-20,Qumloq,31.96,1.248,6.723,0.301,10,34.95,125.34,1.98,194.73,10.63,0.669,9.492,0.94,175.18,1.416,12607978,Loviya
SoilB2502L4-51,20-40,Qumloq,32.26,1.224,6.456,1.563,41.62,25.94,90.79,1.58,93.55,32,0.45,54.999,0.684,113.01,0.673,66459385,Loviya
SoilB2502L8-90,20-40,Qumloq,35.93,1.177,6.36,0.491,65.27,29.79,,1.65,89.25,5,0.545,5.045,0.789,186.78,0.568,8762920,Loviya
BEA01-L9-17,0-20,Qumoq,21.99,1.156,6.566,0.38,19.77,18.88,80,1.95,70.38,5,0.501,9.63,0.696,78.71,1.207,,Loviya
SoilB2502L4-26,40-60,Qumoq,24.33,1.28,6.088,0.891,10,23.49,80,2.09,104.77,18.68,1.104,25.296,0.943,168.84,1.228,1000000,Loviya
BEA01-L4-96,0-20,Loyqa,27.6,1.329,5.684,0.453,67.44,15.11,280,1.73,104.85,18.4,1.565,54.999,0.858,191,1.297,1000000,Loviya
FieldB282-L4-70,0-20,Qumoq,28.33,1.159,6.036,0.934,14,18.73,85.59,1.87,102.25,6.53,1.882,31.137,0.936,45,1.524,36001685,Loviya
FieldB282-L2-30,40-60,Loy,38,1.25,6.243,0.212,10,28.66,280,2.2,139.37,10.17,0.821,13.233,0.42,68.34,1.125,,Loviya
BEA01-L9-48,0-20,Qumoq,24.45,1.096,6.349,,80,20.09,252.51,2.53,73.7,10.87,0.401,4.516,0.485,330.99,1.154,13362411,Loviya
FieldB282-L3-67,20-40,Qumloq,,1.215,6.471,0.239,15.95,30.54,118.75,1.76,134.25,13.54,0.528,18.902,0.334,45,2.917,167168589,Loviya
FieldB282-L3-75,40-60,Qumoq,23.41,1.285,6.233,0.299,10,25.34,114.24,1.98,75.33,5.92,0.549,11.228,1.126,264.49,1.248,28126024,Loviya
FieldB282-L6-61,0-20,Loyqa,21.75,1.25,6.483,0.463,10,20.04,125.23,1.47,69.23,10.88,1.216,3.999,0.72,83.47,1.285,88687192,Loviya
BEA01-L1-55,0-20,Qumloq,34.92,1.178,6.467,0.671,54.42,23.6,150.37,3.13,123.02,5,0.401,6.417,1.033,106.14,0.5,,Loviya
BEA01-L3-70,,Qumoq,23.62,1.369,6.458,0.225,17.33,21.94,191.61,1.87,95.72,5,1.936,25.25,0.736,57.13,0.61,76607254,Loviya
FieldB282-L3-57,0-20,Qumoq,29.34,1.259,6.086,,10,19.79,142.71,1.99,59.51,,0.498,10.902,0.772,341.5,1.182,38720390,Loviya
SoilB2502L2-68,20-40,Qumoq,29.64,1.252,5.993,0.473,14.25,22.44,80,2.05,60.02,11.44,1.069,,0.723,45,0.995,12221074,Loviya
BEA01-L8-66,20-40,Qumloq,33.3,1.23,6.049,0.256,26.88,29.69,80,1.71,113.03,5,1.727,9.584,0.784,151.93,0.954,1000000,Loviya
FieldB282-L3-52,20-40,Qumoq,29.49,1.332,5.94,0.769,10,21.02,268.53,1.72,101.54,10.72,1.967,19.015,0.595,153.27,0.848,13608616,Loviya
,20-40,Qumloq,28.25,1.321,5.997,0.655,26.83,26.12,161.81,1.92,152.98,12.28,4.189,6.903,0.777,50.27,1.25,6681833,Loviya
BEA01-L7-56,0-20,Loy,35.86,1.306,6.41,0.271,17,25.37,90.27,2.62,143.66,17.39,0.614,54.999,0.669,68.11,1.311,6257069,Loviya
FieldB282-L3-74,0-20,Qumloq,35.46,1.279,5.979,0.184,33.66,25.9,87.48,2.7,128.31,11.36,0.789,10.062,0.2,45,1.022,1875366,Loviya
FieldB282-L2-34,0-20,Qumloq,21.26,1.201,5.823,0.176,20.98,27.14,137.74,1.34,82.5,5,,41.307,,,3.999,11524262,Loviya
BEA01-L7-71,0-20,Loyqa,23.86,1.175,6.58,0.233,10,21.53,80,1.69,91.98,5,1.478,15.559,0.25,45,1.138,10031096,Loviya
FieldB282-L4-19,20-40,Qumloq,28.18,1.224,6.32,0.237,10.09,30.3,82.73,1.44,109.87,5,0.859,30.853,0.404,104.21,0.689,1000000,Loviya
BEA01-L1-51,0-20,Qumoq,17.46,1.274,6.246,0.448,10,22.23,280,1.84,55.96,17.78,1.441,12.366,0.956,400,1.153,4778689,Loviya
,20-40,Qumloq,31,1.183,6.094,0.099,10,22.3,257.71,,136.29,5.55,0.4,3.999,0.68,400,1.655,20768520,Loviya
BEA01-L2-67,0-20,Qumloq,33,1.413,6.149,0.133,10,18.43,202.76,1.82,83.38,21.24,4.5,22.281,0.833,131.57,1.055,155765733,Loviya
BEA01-L1-97,20-40,Qumloq,31.08,1.269,5.792,0.401,22.86,25.01,108.8,2.77,92.68,32.25,0.944,19.352,0.738,205.1,1.195,19979623,Loviya
FieldB282-L3-86,0-20,Qumloq,27.48,1.234,5.929,0.326,20.95,38.09,80,2.44,132.24,14.62,2.952,22.795,0.298,88.1,1.817,6948006,Loviya
FieldB282-L8-61,40-60,Loy,33.01,1.196,6.098,0.278,13.39,16.15,134.26,1.91,151.8,8.84,0.76,5.696,0.432,51.94,0.752,13437933,Loviya
FieldB282-L5-99,20-40,Qumloq,28.75,1.239,5.891,0.316,12.53,26.46,217.97,1.68,112.23,8.07,1.29,19.647,,67.67,1.764,18923868,Loviya
BEA01-L5-82,20-40,Qumloq,21.24,1.256,5.942,0.564,10,31.05,186.95,1.81,91.7,5.31,1.228,36.533,1.044,170.79,1.593,3006365,Loviya
SoilB2502L7-23,60-90,Qumloq,29.51,1.259,6.23,0.429,10,20.97,100.34,1.42,101.97,8.4,2.098,28.176,0.837,156.63,0.501,29062881,Loviya
