Namuna,Qatlam (sm),Mexanik tarkib,pH,Gumus (%),Tuproq EC (mS/cm),Tuproq zichligi (g/sm3),DNS (%),Azot (mg/kg),Fosfor (mg/kg),Kaliy (mg/kg),Mg (mg/kg),Mikroorganizmlar (CFU/g),S (mg/kg),Fe (mg/kg),Zn (mg/kg),Mn (mg/kg),Cu (mg/kg),B (mg/kg),Ekin
NTXM-303,0-20 sm,sandy loam,6.824,1.84,2.33,1.27,33.35,78.32,41.78,479.37,43.28666241,31746681.95,42.09,0.664697585,4.54679062206361,7.23,2.39734352829716,1.74,Makkajo'xori
TSPD-2152,0-20 sm,sandy loam,6.634,2.17,3.37,1.52,33.63,37.61,22.09,376.3,48.16188709,,40.23,0.863446029,3.9968773986958,8.03,1.68433933138407,2.28,Bug'doy
Karta-263,0-20 sm,sand,6.436,0.79,3.46,1.48,21.18,46.15,25.46,408.44,25.7852174,73717507.58,36.3,0.368977586,4.70121685907201,7.87,2.54746528472024,2.32,Bug'doy
NTTM-265,0-20 sm,sand,6.021,1.09,2.6,1.52,29.8,39.77,21.2,374.14,26.94482316,1840729907.6,34.75,0.356541627,6,7.39,2.54183096733982,1.7,Bug'doy
NMNX-37529,0-20 sm,loam,7.24,1.89,1.29,1.42,35.22,80.7,40,454.38,63.17977686,155594422.54,31.57,0.468880002,1.2,9.3,3.33769973021053,1.04,Makkajo'xori
NMNX-37650,0-20 sm,loam,7.503,1.99,3.16,1.61,29.51,34,21.24,371.63,55.15613865,,31.93,0.922430534,4.72751698476746,,2.01108024753988,1.82,Bug'doy
NTXM-304,0-20 sm,loam,7.327,2.23,0.53,,22.76,90.99,46.74,477.01,69.22852472,750391269.54,37.38,0.609440639,3.06795920652534,6.45,1.44597390199996,0.75,Makkajo'xori
TSPD-2153,0-20 sm,loam,6.988,2.09,4.11,1.6,39.88,32.37,20.42,298.81,64.90586357,479608139.6,35.86,0.439314245,1.69310698633911,8.73,1.30261650041033,2.84,Bug'doy
Karta-264,0-20 sm,loam,6.783,2.44,2.82,1.28,30.36,64.36,34.53,473.5,75.04657949,180547882.22,39.35,0.481341533,5.77036533407186,8.59,1.97162197627295,1.75,Makkajo'xori
NTTM-266,0-20 sm,loam,6.994,2.1,3.94,1.62,17.04,28.14,16.21,321.19,66.92071683,,31.3,0.514620111,5.62153437345873,7.62,3.5,,Bug'doy
NMNX-37771,0-20 sm,loam,7.45,2.37,4.76,1.48,39.14,31.1,19.8,364.39,82.09001032,,47.36,0.705461026,1,6.79,2.66423754342997,2.9,Bug'doy
NMNX-37892,0-20 sm,loam,7.082,2.4,2.2,1.64,38.96,31.06,16.95,356.72,79.68413518,465944849.41,30.09,0.549052987,4.25508331108406,9.64,2.80734486131581,,Bug'doy
NTXM-305,0-30,loam,6.624,2.38,3.5,1.49,31.76,59.24,32.04,421.97,83.68317493,36534696.52,35.46,0.425526162,3.79606495693165,8.63,3.10414504643162,2.25,Paxta
TSPD-2154,0-20 sm,NA,6.47,5.02,2.35,1.38,38.58,48.47,25,397.22,1023.629516,469426151.08,36.46,2.042819688,1.55127424506861,6.73,2.75408576512206,1.22,Bug'doy
Karta-265,0-20 sm,NA,6.087,5.61,2.05,1.62,20.6,21.61,13.05,336.68,927.3162904,1516123005.16,35.59,35.38041998,4.56817623414997,8.41,3.12756845702129,1.46,Bug'doy
NTTM-267,0-20 sm,loam,6.594,2.73,1.94,1.45,24.87,75.61,38.48,473.4,289.7761174,1509039276.86,38.69,2.165592928,3.77585616474959,7.08,2.00655936210754,,Makkajo'xori
NMNX-38013,0-20 sm,silt loam,6.573,2.9,2.09,1.28,30.49,82.01,40.71,488.63,297.9883171,1050360155.04,40.97,30.3611769,3.6228839911463,7.65,3.11060785878572,1.61,Makkajo'xori
NMNX-38134,0-20 sm,silt loam,5.897,4.73,4.32,1.56,30.33,37.83,21,360,905.7054693,138013593.41,41.24,7.124407616,5.28698956540317,8.06,1.90031317546046,2.67,Bug'doy
NTXM-306,0-30,clay,6.995,3.27,3.84,1.47,29.78,40.52,22.38,411.08,585.5269769,1155262849.67,34.02,1.704227881,5.23719314329005,8.36,1.57801225125056,2.27,Paxta
TSPD-2155,0-20 sm,loam,6.179,2.28,4.07,1.65,23.33,16.59,11.99,325.48,272.7141794,234183949.65,41.76,6.584655164,3.28662131991573,10.02,2.68872326200958,2.1,Bug'doy
Karta-266,0-20 sm,silty clay loam,5.527,3.88,2.49,1.36,19.81,57.59,28.94,415.73,444.2622898,256970582.9,33.26,51.39299153,1.92746012509115,8.37,2.10726828886622,1.65,Bug'doy
NTTM-268,0-20 sm,silty clay loam,6.275,4.76,4.22,1.62,36.46,30.28,16.56,354.28,819.0392334,102725212.56,34.98,3.618735311,4.63927224982128,6.97,1.98705485991321,2.76,Bug'doy
NMNX-38255,0-20 sm,silty clay loam,5.879,4.82,2.54,1.32,20.4,85.01,42.33,443.06,748.0691755,,40.39,22.93775174,1.21646171883905,6.99,2.55173390852956,1.98,Makkajo'xori
NMNX-38376,0-20 sm,silt loam,6.513,3.85,4.39,1.65,25.2,28,17.47,324.24,564.5032369,55833996.8,37.46,15.32690754,1.51163988040316,10.44,1.69839014896224,2.72,Bug'doy
NTXM-307,0-20 sm,clay loam,5.598,3.95,3.06,1.3,33.41,66.35,36.47,438.47,426.8397309,1267407139.79,33.68,47.78595197,6,6.93,2.04679025186116,1.91,Makkajo'xori
TSPD-2156,0-20 sm,NA,6.101,4.18,3.12,1.33,28.14,76.94,38.39,428.19,581.2482351,257131353.51,31.74,27.75884299,4.72921369857919,7.15,1.783233807028,1.96,Makkajo'xori
Karta-267,0-20 sm,clay,5.842,5.99,0.77,1.34,38.89,48.33,26.13,435.83,775.2090151,1280285056.97,44.41,27.79620213,4.92021596133543,6.62,2.77426476662694,0.93,Bug'doy
NTTM-269,0-20 sm,clay,5.719,5.16,3.64,1.35,38.73,80.99,39.72,440.58,447.5315871,531090200.53,41.49,19.43193404,4.67462865594047,8.34,3.15763583307161,2.17,Makkajo'xori
NMNX-1383,0-20 sm,clay,5.144,5.46,3.33,1.45,31.17,43.84,22.91,339.11,305.3809009,396540073.47,35.44,299.5024811,1.36131881200853,8.98,1.64361568860294,,Bug'doy
NMNX-288,0-20 sm,clay,5.475,5.03,0.55,,32.36,93.62,46.26,500.75,463.3604249,91739897.78,34.67,45.80834993,1.5,9.76,1.58064006332842,0.96,Makkajo'xori
NTXM-297,0-30,clay,6.101,5.26,4.08,1.43,32.14,55.32,30.15,432.82,464.3678935,1402267267.82,34.51,2.381248352,1.2,8.25,2.97977816399718,2.6,Paxta
NMNX-289,0-20 sm,silty clay loam,5.944,3.84,4.33,1.62,34.35,12.6,11.65,314.22,380.6722358,459227610.47,40.6,8.002308758,4.85103464565675,9.83,1.95170825710385,2.44,Bug'doy
NTXM-298,0-20 sm,NA,6.224,5.79,3.69,1.43,16.03,55.55,31.06,409.98,480.9651083,980518222.12,33.64,6.876882475,4.43166552805978,9.67,2.25652536167845,,Makkajo'xori
NMNT-290,0-20 sm,silty clay loam,7.346,3.81,2.92,1.57,19.68,54,29.01,395.91,405.2070563,796181011.78,31.02,0.912597597,2.10928611358554,8.76,2.04060066918972,,Bug'doy
NTTM-259,0-20 sm,loam,6.915,2.57,1.21,1.29,21.77,83.8,46.08,490.58,168.1649397,630057422.59,41.53,2.826301507,2.58436786441103,7.44,3.64548351077059,1.15,Makkajo'xori
NMNX-37523,0-20 sm,silty clay loam,5.35,3,3.45,1.47,38.2,90.35,44.46,458.29,255.8255336,2008464539.18,40.43,77.94414638,5.00234099029653,6.61,1.69941619693099,,Makkajo'xori
NMNX-37644,0-20 sm,NA,7.177,3.97,2.31,1.49,15.66,82.59,42.59,458.22,820.8364,1068567370.8,32.43,0.447084447,5.74427867068409,9.37,2.44308200931834,2.07,Makkajo'xori
NTXM-298,0-20 sm,NA,7.212,3.79,2.99,1.25,20.29,67.81,37.14,438.36,859.0411131,253606077.35,31.99,0.407229259,4.29931346143811,8.55,1.77593021240142,1.88,Makkajo'xori
NMNX-290,0-20 sm,NA,7.37,3.98,1.61,1.25,18.7,89.09,45.52,498.08,903.12288,287317013.99,33.26,0.338321423,3.48502996927067,6.77,3.5,1.28,Makkajo'xori
NTXM-299,0-30,clay,7.477,3.1,3.45,1.52,38.55,59.27,31.62,440.77,580.4375772,65881034.27,41.93,0.211929601,3.74913999126384,7.46,2.00380813752093,1.88,Paxta
NMNT-291,0-20 sm,clay loam,7.586,2.87,2.24,1.26,26.05,86.57,43.28,486.02,535.470477,39834140.77,42.85,0.19835462,1.74071103918945,5.99,1.61707226033341,2.25,Makkajo'xori
NTTM-260,0-20 sm,NA,6.941,3.21,1.03,1.26,20.63,62.81,33.46,475.61,601.0566892,1315907645.41,41.65,0.196714733,2.36754029054606,,2.72465626356192,0.88,Makkajo'xori
NMNX-37524,0-20 sm,clay,4.664,3.21,1.06,,34.62,101.1,48.71,472,489.7014876,588887770.14,32.06,4.14805275,5.18150418464864,8.06,3.14900148469476,1.34,Makkajo'xori
NMNX-37645,0-20 sm,clay loam,6.073,2.61,2.26,1.46,17.24,35.61,18.6,351.38,348.2257698,1340658551.46,33.62,1.19154369,4.55261625520855,8.41,2.48666941265535,1.73,Bug'doy
NTXM-299,0-20 sm,clay,6.043,4.07,1.73,1.3,16.72,56.97,30.8,420.02,265.8129191,681551777.97,32.26,1.350324622,4.02195965792238,6.45,2.5162968173107,1.13,Makkajo'xori
NMNX-291,0-20 sm,loam,5.373,3.57,1.4,1.38,16.45,86.9,44.39,465.19,145.8773973,390593946.44,40.57,0.73077546,5.9271416918331,8.18,1.99860947146421,1,Makkajo'xori
NTXM-300,0-20 sm,clay,5.761,5.49,1.57,1.29,20.73,59.12,30.85,397.24,284.3473516,89567982.58,40.99,1.956266794,3.17673783053611,7.52,2.8284350585738,0.95,Bug'doy
NMNT-292,0-20 sm,loam,5.067,3.47,1.03,1.46,19.86,80.88,42.2,506.74,148.1920518,,37.4,1.114709489,7,7.98,2.27397332945563,1.04,Makkajo'xori
NTTM-261,0-20 sm,silt loam,6.193,2.82,0.96,1.3,19.95,79.43,40.4,483.64,23.69015982,366959651.82,42.61,0.35918641,4.40268375755158,7.63,2.81212209498873,0.86,Makkajo'xori
NMNX-37525,0-20 sm,silt loam,7.118,2.48,3.15,1.61,32.38,24.44,18.1,347.33,21.78300568,1333972361.95,37.22,0.248635584,3.94792321971258,7.77,2.35839029481297,,Bug'doy
NMNX-37646,0-20 sm,silt loam,6.625,2.39,1.33,1.28,23.29,90.3,45.45,482.66,17.28442587,236578111.23,34.7,0.501104651,3.80748517100419,9.49,1.50053535590637,1.38,Makkajo'xori
NTXM-300,0-20 sm,silt loam,5.575,2.75,3.17,1.57,15.94,30.23,21.49,355.05,29.18824553,130693745.82,30.36,0.413524028,2.5461809138028,7.67,2.83001107715114,2.16,Bug'doy
NMNX-292,0-20 sm,silt loam,6.692,3.47,4.18,1.43,37.36,40.21,23.05,381.45,40.70663744,43977734.05,32.67,0.297873349,3.15594353218922,6.28,1.84846243862575,2.19,Bug'doy
NTXM-301,0-20 sm,silt loam,5.538,3.17,1.89,1.36,16.25,38.7,24.18,372.22,36.80437527,,30.14,0.840128407,6,10.17,1.41550501373261,1.18,Bug'doy
NMNT-293,0-20 sm,silty clay loam,6.64,4.01,3.45,1.46,15.07,57.38,29.26,382.18,359.2,58057230.14,30.57,0.9,3.52253887737113,9.65,1.52963152215105,2.19,Bug'doy
NTTM-262,0-20 sm,silty clay loam,7.01,4.43,3.77,1.56,35.09,65.82,33.17,401.72,450.1,167103980.09,32.47,0.8,3.91351599653542,9.47,2.17332935665792,2.31,Bug'doy
NMNX-37526,0-20 sm,silty clay loam,6.88,4.29,2.31,1.27,28.45,87.49,42.81,480.36,566.2,,32.07,0.9,4.22982863161962,6.82,2.36626877294291,1.45,Makkajo'xori
NMNX-37647,0-20 sm,silty clay loam,7.18,4.34,4.26,1.62,33.57,23.58,14.91,382.32,584.1,491704620,32.79,1.4,3.72346898752256,8.71,1.72230466955713,2.66,Bug'doy
NTXM-301,0-20 sm,silty clay loam,7.93,5.5,0.98,,34.67,93.6,46.86,532.11,676.9,108734959.92,41.02,0.9,4.40214812999176,9.12,2.27320192199384,1.19,Makkajo'xori
NMNX-293,0-30,silty clay loam,8.04,5.06,3.92,1.47,20.17,65.09,35.8,459.61,722.1,1457133589.92,40.62,0.7,4.1159666146726,9.9,2.24530008429097,2.39,Paxta
NTXM-302,0-20 sm,sandy loam,6.1,3.99,2.39,1.4,37.59,81.56,40.43,493.38,207.6,627442972.97,33.24,10.1,3.07075700922288,9.21,1.74028725314341,,Makkajo'xori
NMNT-294,0-20 sm,sandy loam,6.72,3.03,2.16,1.38,16.8,59.41,32.28,450.9,180.5,474739281.83,35.45,4.9,6,9.12,2.63811362969916,,Bug'doy
NTTM-263,0-20 sm,loam,6.27,3.24,2.84,1.54,25.85,30.73,17.16,378.8,127.9,151929609.45,41.06,7.4,5.78090626383894,10.27,2.55939214879658,1.91,Bug'doy
NMNX-37527,0-20 sm,loam,6.67,2.501237721,4.23,1.57,19.32,31.34,18.9,347,63.7,298570677.18,38.76,4.3,3.20073770597478,,1.5,2.53,Bug'doy
NMNX-37648,0-20 sm,loam,6.69,1.389095731,4.05,1.62,26.34,20.81,15.26,289.91,87.9,874784441.97,40.13,4.3,5.28530477638529,5.99,3.28309782672516,2.27,Bug'doy
NTXM-302,0-20 sm,loam,6.21,4.605502716,0.97,1.27,23.57,83.65,42.86,506.39,200.5,1259458577.09,39.65,6.9,4.14759104076365,8.73,1.90587758909154,1.34,Makkajo'xori
NMNX-294,0-20 sm,sandy loam,6.66,3.842822823,3.87,1.37,32.33,53.48,30.68,402.24,215.5,622036014.39,32.58,5.7,4.34522886241598,8.67,1.27469240609904,2.68,Bug'doy
NTXM-303,0-20 sm,sandy loam,6.23,2.598844626,2.96,1.54,37.34,45.98,24.5,332.96,108.1,129432315.74,37.76,7.1,5.22086492018079,7.8,3.0532701023607,1.85,Bug'doy
NMNT-295,0-20 sm,loam,6.3,3.745873335,3.43,1.38,15.43,42.51,23.65,359.83,135.6,67173606.15,31.6,5.4,2.20982129804798,6.85,2.90097283060068,,Bug'doy
NTTM-264,0-20 sm,sandy loam,6.22,2.962379853,2.83,1.54,20.48,26.91,17.59,350.08,136.5,66555980.47,36.29,10.3,1.89461383188186,7.6,1.81772747637106,1.57,Bug'doy
NMNX-37528,0-20 sm,silt loam,6.31,1.023299094,1.01,1.24,22.43,87.87,45.38,484.8,42.6,1475966888.4,38.5,3.2,6,6.84,2.0912737582543,1.55,Makkajo'xori
NMNX-37649,0-20 sm,sandy loam,6.69,0.739750428,4.6,1.44,24.51,62.79,30.78,420.52,30.7,1248347814.92,39.35,4.2,3.63447456729292,9.06,2.60050861068126,2.35,Makkajo'xori
NTXM-303,0-20 sm,sandy loam,6.85,5.203073352,1.82,1.39,36.5,49.17,26.31,420.62,288.1,605637411.4,31.69,5.1,5.35901320748949,7.99,1.66474762578254,1.45,Bug'doy
NMNX-295,0-20 sm,sandy loam,6,5.214672733,2.55,1.39,18.7,77.69,41.7,439.47,99.6,1965423170.65,38.69,6.9,5.01195043892433,8.89,1.9051190660472,2.14,Makkajo'xori
NTXM-304,0-20 sm,sandy loam,6.32,9.726323585,0.6,,17.49,92.73,47.36,492.77,180,1378951877.64,31.05,10,1.07717427112112,7.47,2.1676443263894,1.13,Makkajo'xori
NMNT-296,0-20 sm,sandy loam,7.4,4.759727339,2.2,,37.71,86.01,45.8,480.71,875.4,796321337.95,30.74,6.2,3.14718363385544,8.1,1,1.57,Makkajo'xori
NTTM-265,0-20 sm,sandy loam,6.79,4.575243066,0.89,,27.71,90.79,48.12,510.41,170.4,750870444.79,37.33,5.8,1.60130245904036,8.73,2.83078144679654,1.14,Makkajo'xori
NMNX-37529,0-20 sm,sandy loam,7.07,5.055125335,4.17,1.38,36.77,68.99,36.5,451.75,185.9,1144634926.64,31.82,5.9,2.00968553949189,6.54,2.22756461525983,2.51,Makkajo'xori
NMNX-37650,0-20 sm,loam,6.69,7.037275709,2.05,1.5,29.79,26.6,17.24,383.31,280,959592167.07,32.51,6.6,2.56647179398151,9.83,2.29172590083048,1.46,Bug'doy
NTXM-304,0-20 sm,sandy loam,6.2,4.368054438,4.29,1.61,29.08,57.56,28.85,453.34,9.4,922321926.22,40.23,12.2,2.49482622950878,,3.28227317828713,2.46,Makkajo'xori
TSPD-2153,0-20 sm,sandy loam,5.45,4.271600788,4.86,1.49,31.78,27.37,14.33,332.11,10.8,74179402.33,37.2,15.7,4.03748480651167,6.45,2.9,2.56,Bug'doy
Karta-264,0-20 sm,sandy loam,7.18,7.778828173,3.38,1.57,38.44,49.49,27.21,441.22,314.4,1190210328.95,37.1,5.9,2.99049493781096,8.05,2.09948167195023,2.53,Bug'doy
NTTM-266,0-30,loam,6.55,4.238804055,3.2,1.39,23.7,63.24,34.71,443.39,47.8,1290149735.92,31.38,9.4,2.11359518927749,9.11,1.30507008341593,2.24,Paxta
NMNX-37771,0-20 sm,loam,4.76,7.326865713,2.47,1.43,17.18,48.79,25.05,409.62,20.7,852598630.01,38.11,54.7,4.10023894910344,9.44,1.64315350975028,1.28,Bug'doy
NMNX-37892,0-20 sm,loam,6.06,5.722543822,4.17,1.57,31,30.73,16.54,326.17,44.7,,35.75,17.7,2.22843803716634,6.22,1.76813142907764,2.55,Bug'doy
NTXM-305,0-20 sm,loam,6.5,5.107008774,2.32,,22.62,89.64,44.01,522.59,90,1632155547.18,34.82,6.4,2.32037944754611,6.99,2.86054570616093,2.52,Makkajo'xori
TSPD-2154,0-20 sm,loam,6.32,5.162957001,0.65,1.4,34.7,45.22,25.28,395.67,195.8,327514902.28,37.58,8,5.38867904141295,6.7,2.63015083554863,1.41,Bug'doy
Karta-265,0-30,sandy loam,4.85,2.793663949,3.07,1.56,21.73,61.22,33.56,418.47,56.4,36407435.25,43.7,12.4,5.98929002245313,7.58,2.38878851151381,3.53,Paxta
NTTM-267,0-20 sm,sandy loam,5.38,2.666954684,1.68,1.53,27.96,38.25,22.74,400.21,59.9,1210607115.83,34.79,14.8,4.78711838393516,10.16,2.75872487869998,4.58,Bug'doy
NMNX-38013,0-20 sm,sandy loam,6.97,4.364071305,3.34,1.58,35.09,52.74,29.84,400.76,242,45423935.88,45.76,4.9,2.85010770699902,9.66,2.28194726237731,1.71,Bug'doy
NMNX-38134,0-20 sm,sandy loam,6.52,4.234317977,3.94,1.59,32.49,34.32,19.66,336.85,168,1222720612.77,41.15,7.3,2.60675854801735,,1.65413449621448,2.81,Bug'doy
NTXM-306,0-20 sm,sandy loam,6.6,5.561734516,4.42,1.57,28.16,51.46,25.8,397.67,310,621044524.41,41.78,6.3,3.87626515825553,8.94,2.29341539331134,2.2,Bug'doy
TSPD-2155,0-20 sm,sandy loam,6.25,2.889197921,2.15,1.24,28.21,50.47,28.04,384.18,90.7,666165712.92,37.98,7.6,2.42400223923858,7.09,3.47044322827357,2.1,Makkajo'xori
Karta-266,0-20 sm,sandy loam,6.6,4.183025843,3.28,1.36,30.72,72.73,38.13,483.68,109.2,,33.28,5.1,4.23580431216101,7.17,1.61921078398359,0.73,Makkajo'xori
NTTM-268,0-20 sm,sandy loam,7.19,3.478554081,3.28,1.56,31.26,39.33,24.28,344.56,125.5,369364823.59,36.27,7.6,4.36215379948938,8.05,3.7837260372654,0.84,Bug'doy
NMNX-38255,0-20 sm,loam,6.61,3.215314306,2.18,1.3,24.45,54.14,29.75,439.84,153.8,45374497.69,31.31,5.9,2.83794926506294,8.57,3.5,1.66,Bug'doy
NMNX-38376,0-20 sm,sandy loam,6.52,1.239098613,3.41,1.42,21.19,58.52,32.12,441.58,90.8,,37.86,7.2,3.54134572475942,7.53,2.12192671698368,1.23,Bug'doy
NTXM-307,0-20 sm,loam,6.02,1.654096322,1.14,1.53,32.14,80.41,41.7,463.05,100.5,496138954.26,34.53,4.1,4.53302534677116,8.65,2.51133966241408,3.3,Makkajo'xori
TSPD-2156,0-20 sm,sandy loam,6.46,1.049933939,1.4,1.27,18.9,93.85,46.79,490.93,39.5,1715017493,33.46,7.3,6.88384543010753,9.03,2.03009868309873,0.58,Makkajo'xori
Karta-267,0-30,sandy loam,6.05,6.381389368,4.87,1.48,32.41,42.62,24.24,406.99,305.7,292545103.38,37.86,8,1.2,8.19,1.28660171247447,0.65,Paxta
NTTM-269,0-30,silt loam,7.39,5.253886256,3.46,1.37,32.25,49.76,28.2,418.38,93.1,971748448.41,33.1,9.7,4.69887007840253,7.84,2.7333504259287,1.32,Paxta
NMNX-38497,0-20 sm,loam,5.67,5.381046083,2.33,1.35,32.05,90.17,45.49,492.26,82.6,1019851561.18,30.59,6.3,5.1873130352788,9.38,3.5,3.87,Makkajo'xori
NMNX-38618,0-20 sm,loam,6.45,5.65,0.83,1.27,36.47,88.45,46.62,511.26,200.3,93050944.31,30.07,5,5.07805527892303,7.78,1.58207007624416,1.12,Makkajo'xori
NTXM-308,0-20 sm,loam,5.93,5.67,2.84,1.3,20.29,71.82,36.75,457.25,81,156668801.16,41.4,7.5,5.40678548218604,,3.00203681344131,1.97,Makkajo'xori
TSPD-2157,0-20 sm,silt loam,6.74,4.479048962,2.09,1.34,15.83,90.63,45.91,479.76,879.3,,41.81,0,4.07968575641303,7.79,1.64135374271723,2.86,Makkajo'xori
Karta-268,0-20 sm,silt loam,5.83,4.100939948,3.87,1.47,26.84,52.55,29.34,398.25,597.5,1379479129.4,39.44,0.3,6,9.9,1.82036727853863,4.18,Bug'doy
NTTM-270,0-20 sm,silt loam,5.67,5.71907095,1.48,1.37,19.43,75.29,40.37,481.75,739.7,1222317269.32,41.5,0.5,2.45468987236843,8.28,3.33976057285466,4.6,Makkajo'xori
NMNX-1384,0-20 sm,silty clay loam,5.16,5.120633448,1.07,1.46,37.21,73.07,36.05,469.56,647.9,576782361.8,39.86,1,5.51320238760555,7.86,1.65062344824247,2.36,Makkajo'xori
NMNX-289,0-20 sm,silty clay loam,5.58,5.606738097,1.13,1.24,25.24,84.66,43.48,491.54,904.5,501024971.74,36.32,0.1,2.70702970867727,7.21,3.26983410867803,2.77,Makkajo'xori
NTXM-298,0-20 sm,silt loam,5.57,4.253124435,0.95,1.3,16.88,76.46,38.5,432.96,525.2,467224713.39,30.08,0.3,5.93710064479998,9.16,2.69952511750961,1.64,Makkajo'xori
NMNX-290,0-20 sm,silty clay loam,5.77,5.700089862,5,1.62,16.63,13.98,11.75,312.94,693,111488139.73,40.57,0.2,4.46455338064824,7.8,2.27394925049425,2.93,Bug'doy
NTXM-299,0-20 sm,silty clay loam,5.13,5.604006384,3.22,1.31,28.49,14.17,12.63,348.68,654.9,599327705.41,35.82,0.9,6,8.64,1.56820401203695,1.28,Bug'doy
NMNT-291,0-20 sm,silt loam,5.64,4.111330919,4.09,1.59,30.33,19.14,15.27,330.32,536.7,699056488.85,33.09,0.4,1.65109583707203,9.53,1.70763658101362,3.53,Bug'doy
NTTM-260,0-20 sm,silt loam,5.56,5.306042883,2.37,,29.37,83.63,43.56,507.42,746.8,1423472119.22,38.57,0.7,4.84041642239768,8.89,1.80899011326554,1.46,Makkajo'xori
NMNX-37765,0-20 sm,silty clay loam,6.05,5.425813523,3.94,1.46,30.09,25.23,15.54,357.33,882.2,49477989.85,35.62,0.4,3.71907183888441,9.1,2.10777699202116,1.51,Bug'doy
NMNX-37886,0-20 sm,silty clay loam,5.71,5.003564369,3.8,1.28,23.55,67.57,37.63,467.01,832.1,281291686.39,37.59,0.4,3.20760619555334,8.78,2.46193890861406,2.56,Makkajo'xori
NTXM-299,0-30,silt loam,6.3,3.076858608,4.34,1.47,26.82,54.37,29.9,401.95,283.6,1070229932.72,43.27,0,2.95230829343487,7.5,1.95882524268588,3.21,Paxta
NMNX-291,0-20 sm,silt loam,6.36,3.061144263,1.69,1.54,24.99,58.21,30.59,412.78,292.8,171500856.01,31.54,0,4.26760258335756,7.14,2.29811178940921,0.92,Bug'doy
NTXM-300,0-20 sm,silt loam,5.98,2.996692183,3.78,1.5,33.34,33.55,20.56,358.77,254.5,78814448.54,41.35,0.1,3.41937839891598,7.37,1.99410171136222,3.82,Bug'doy
NMNT-292,0-20 sm,silt loam,6.08,3.012947829,1.73,1.46,22.71,83.6,42.17,479.03,319.5,1742902274.81,35.66,0.7,5.62052244497252,8.17,2.54082920758079,3.88,Makkajo'xori
NTTM-261,0-20 sm,silt loam,6.4,3.053722683,3.89,1.58,38,38.17,22.02,395.77,268,163089057.32,34.84,0.1,3.49391817565215,7.47,3.95398358000854,0.6,Bug'doy
NMNX-37766,0-30,silt loam,5.78,3.167321007,3.61,1.54,34.64,55.85,28.63,429.28,269.6,243537896.4,34.08,0.3,4.45304732459769,8.81,1.56210719280958,2.07,Paxta
NMNX-37887,0-20 sm,silt loam,6,3.18092859,2.27,1.42,29.28,61.78,32.7,460.15,339.9,639641626.14,41.6,0,4.60251507484486,7.87,1.58113762789559,0.86,Bug'doy
NTXM-300,0-30,silt loam,5.99,3.315227839,2.61,1.55,24.95,62.02,33.13,459.93,361.3,1384245215.45,38.91,0.1,1.2,7.95,2.37678188079864,1.03,Paxta
NMNX-292,0-20 sm,silt loam,6.14,3.211126203,4.68,1.65,22.16,13.09,13.58,306.64,337.4,796112562.38,40.02,0.2,3.31752342397815,,1.72975678643145,4.17,Bug'doy
NTXM-301,0-20 sm,silt loam,6.09,2.816812749,4.59,1.65,20.48,19.69,15.88,350,338.2,231386087.81,36.92,0.3,6,6.39,2.56427088324899,4.99,Bug'doy
NMNT-293,0-20 sm,silt loam,6.19,2.612429265,1.07,1.29,27.28,83.18,43.15,448.23,272.7,161487945.67,35.89,0.1,3.09644829421545,10.25,3.21599621084789,0.71,Makkajo'xori
NTTM-262,0-20 sm,silt loam,6.07,2.680633016,4.81,1.56,16.95,24.22,14.93,331.86,226.1,,31.11,0.5,5.18329476766525,10.85,2.86435603820571,0.89,Bug'doy
NMNX-37767,0-20 sm,silt loam,7.24,5.451420484,4.46,1.46,23.55,15.36,13.3,334.11,497.5,53534446.88,39.95,2,2.80769131296475,,2.1162261926186,1.62,Bug'doy
NMNX-37888,0-20 sm,loam,7.2,4.99951505,0.82,,22.15,79.13,41.78,476.65,415.5,57711930.37,37.2,2.6,4.77178683309963,,1.62447207141596,0.59,Makkajo'xori
NTXM-301,0-20 sm,loam,7.03,5.558724374,2.11,1.45,15.48,60.21,31.08,402.45,422.8,175100693.59,30.89,2.6,5.68052195330071,7.58,2.81876080524654,3.61,Makkajo'xori
NMNX-293,0-20 sm,silt loam,7.44,3.782826161,4.36,1.33,20.3,49.88,24.48,389.23,255.7,,34.96,0.6,1.54300760359783,9.14,2.726862766018,1.8,Bug'doy
NTXM-302,0-20 sm,silt loam,7.4,3.379978412,4.89,1.56,32.55,19.39,12.32,304.94,249.7,1162644567.08,32.31,0.5,6,7.3,3.37981095135112,1.75,Bug'doy
NMNT-294,0-20 sm,silt loam,7.16,2.890054402,3.29,1.39,30.13,71.07,36.36,444.1,233.3,786305588.03,30.15,0.8,5.45571554843187,7.07,3.56755410245534,2.68,Makkajo'xori
NTTM-263,0-20 sm,loam,5.93,5.500432027,3.01,1.6,36.72,43.24,23.01,378.98,210.2,40615738.4,34.99,9.4,4.80781942012353,9.82,2.91883805577991,1.41,Bug'doy
NMNX-37768,0-30,loam,5.98,5.438668669,3.09,1.5,29.44,60.29,31.37,420.17,263.1,213846354.34,34.97,4.1,4.23423280462402,10.17,2.53136096238088,4.89,Paxta
NMNX-37889,0-20 sm,sandy loam,6.23,3.049077062,1.02,1.25,16.72,81.94,40.83,436.53,91.2,532404007.91,42.9,2.4,6.12065974436765,8.57,2.55104168326672,1.01,Makkajo'xori
