"Sample","Layer (cm)","Mechanical Composition","FC (%)","Soil Density (g/cm³)","pH","Soil EC (mS/cm)","Nitrogen (mg/kg)","Phosphorus (mg/kg)","Potassium (mg/kg)","Humus (%)","Mg (mg/kg)","S (mg/kg)","Zn (mg/kg)","Mn (mg/kg)","B (mg/kg)","Fe (mg/kg)","Cu (mg/kg)","Microorganisms (CFU/g)","crop"
"1014","0-30","Qum","26.53","1.44","8.18","3.08","44.1","23.71","433.38","2.44","378.24","46.45","56.45","8.72","","7.68","0.38","","Paxta"
"1015","20-40 sm","Qum","13.27","1.75","8.93","5.07","12.21","8.99","310.47","0.63","294.9","47.91","","7.36","0.78","6.62","0.22","","Paxta"
"1017","20-40 sm","Loy","18.85","1.71","8.78","4.88","11.63","9.5","313.69","0.69","290.08","67.59","","7.29","0.58","","0.38","71348591.91","Paxta"
"1018","20-40 sm","Gill","26.86","1.78","8.62","3.25","18.48","12.53","361.34","0.99","304.96","56.78","51.77","8.79","0.89","7.73","0.35","141547474.38","Paxta"
"1021","20-40 sm","Gill","17.06","1.67","6.64","5.03","25.63","11.93","328.63","1.01","334.35","36","63.44","10.31","2.02","8.2","1.15","163317550.17","Paxta"
"1023","20-40 sm","Qum","18.33","1.61","8.89","3.07","24.83","12.47","324.56","1.19","","22.41","53.44","7.21","0.45","7.31","0.29","193949141.23","Paxta"
"1024","0-30","Qum","18.82","1.38","8.85","2.77","29.24","16.94","403.99","2.19","339.45","28.05","44.22","9.14","0.75","","0.48","","Paxta"
"1026","20-40 sm","Gill","23.43","1.44","8.64","2.18","29.47","15.02","396.86","1.64","385.07","21.19","42.39","6.37","1.2","6.23","0.4","","Paxta"
"1027","20-40 sm","Loy","17.9","1.68","7.44","3.28","39.55","18.63","406.98","1.85","340.76","25.05","54.93","9.74","1.82","8.18","0.74","578802488.45","Paxta"
"1028","20-40 sm","Loy","29.56","1.7","7.42","4.73","28.62","16.01","402.46","1.9","371.18","70.11","62.33","10.28","1.5","8.21","0.92","484271040.44","Paxta"
"1029","20-40 sm","Qum","18.65","1.66","7.31","3.35","30.38","18.22","377.62","2.23","347.43","27.65","55.66","8.57","2.01","7.6","0.75","602498528.38","Paxta"
"1034","20-40 sm","Gill","14.33","1.56","8.83","5.1","17.15","13.09","352.86","1.11","299.78","27.4","65.03","5.39","1.23","6.74","0.07","179839513.67","Paxta"
"1035","20-40 sm","Qum","21.09","1.48","7.67","4.44","29.21","16.3","370.12","1.99","328.12","67.22","59.72","11.38","1.68","8.2","0.71","","Paxta"
"1036","20-40 sm","Gill","17.36","1.63","6.93","3.59","26.76","17.71","375.95","1.45","374.39","28.2","56.34","11.49","1.63","8.31","0.9","358496090.07","Paxta"
"1037","20-40 sm","Gill","22.89","1.58","6.46","2.03","42.47","22.03","428.48","2.46","388.63","24.69","48.43","12.54","2.08","9.31","1.32","727975396.7","Paxta"
"1040","20-40 sm","Qum","15.92","1.76","6.31","3.4","17.77","11.24","293.89","1.17","296.8","37.73","50.24","10.66","2.35","8.39","1.1","131737429.65","Paxta"
"1041","0-30","Qum","17.6","1.52","7.97","4.69","34.35","17.7","414.53","2.17","","61.64","73.58","8.32","0.94","7.74","0.63","609543007.42","Paxta"
"1043","20-40 sm","Loy","22.68","1.71","7.2","5.29","14.53","8.39","321.64","0.72","313.12","20.3","70.15","10.68","1.19","8.01","0.81","","Paxta"
"1046","20-40 sm","Gill","19.99","1.76","6.86","4.61","16.21","11.45","328.55","0.9","308.38","31.57","60.85","9.37","1.83","7.71","0.87","94557092.43","Paxta"
"1047","20-40 sm","Qum","12.86","1.43","6.92","1.34","41.29","20.27","408.37","2.29","378.93","41.49","31.73","10.69","1.79","7.9","0.64","787214560.44","Paxta"
"1048","20-40 sm","Gill","14.24","1.67","7.37","4.15","25.62","14.06","349.02","1.05","341.1","32.16","52.02","10.25","","7.51","0.81","215406056.88","Paxta"
"1049","20-40 sm","Qum","13.66","1.54","7.89","5.13","27.36","19.16","366.18","1.51","325.48","25.86","65.98","7.28","1.76","7.93","0.58","378794911.62","Paxta"
"1050","20-40 sm","Gill","21.64","1.63","7.09","1.24","47.77","24.94","417.89","2.52","409.02","45.6","45.54","10.01","1.34","9.12","0.89","890028459.94","Paxta"
"1051","20-40 sm","Qum","22.26","1.63","7.79","1.05","44.07","24.77","449.69","2.89","403.45","24.24","36.29","10.92","1.06","7.84","0.49","899820177.94","Paxta"
"1056","20-40 sm","Qum","22.64","1.53","8.04","2.46","41.46","23.87","406.48","2.57","376.46","36.86","57.11","8.43","1.18","7.58","0.43","","Paxta"
"1057","20-40 sm","Gill","13.39","1.66","8.05","4.65","15.63","11.29","309.09","0.99","276.35","31.28","56.68","7.89","1.23","7.23","0.61","135336982.51","Paxta"
"1058","20-40 sm","Qum","18.14","1.62","7.37","2.88","22.72","14.31","376.24","1.27","344.5","44.94","49.6","10.75","1.58","7.46","0.82","","Paxta"
"1059","20-40 sm","Loy","18.47","1.77","8.94","4.63","13.67","11.25","320.86","0.74","309.97","24.06","59.74","6.03","1.09","6.08","0.53","69302388.9","Paxta"
"1060","20-40 sm","Qum","24.06","1.67","8.06","4.66","21.84","17.04","352.89","1.44","314.58","","62.21","9.55","0.9","7.58","0.59","248616418.47","Paxta"
"1061","20-40 sm","Gill","24.83","1.71","8.24","2.92","24.78","12.67","355.7","1.7","360.42","35.08","","9.98","1.32","7.01","0.58","303682778.33","Paxta"
"1062","20-40 sm","Loy","12.98","1.55","7.64","2.87","30.66","17.41","379.24","1.92","348.61","79.43","54.2","9.81","1.54","7.67","0.72","536353354.69","Paxta"
"1065","20-40 sm","Qum","15.15","1.74","7.03","4.93","24.19","16.26","350.65","1.83","314.89","20.35","68.2","10.18","2.08","8.19","0.89","366576310.96","Paxta"
"1066","20-40 sm","Gill","20.35","1.55","8.24","1.3","39.55","20.99","417.9","2.35","395.16","38.12","37.85","8.77","1.33","6.94","0.62","638105055.99","Paxta"
"1068","20-40 sm","Loy","22.26","1.55","8.97","5.2","7.25","7.2","330.64","0.7","307.09","51.21","64.52","7.59","1.26","","0.29","64413075.19","Paxta"
"1069","20-40 sm","Gill","14.08","1.51","8.2","1.07","36.65","23.41","441.33","2.66","410.97","67.04","38.2","9.25","1.6","7.81","0.61","970458831.72","Paxta"
"1070","20-40 sm","Gill","24.87","1.45","8.51","5.25","22.09","13.31","358.24","1.37","332.88","23.12","","5.62","0.76","","0.57","280509365.99","Paxta"
"1072","0-30","Qumoq","21.76","1.51","8.62","5.17","32.12","14.88","402.94","1.67","","34.53","","7.58","0.36","7.39","0.38","420271016.19","Paxta"
"1074","20-40 sm","Gill","25.77","1.39","6.7","2.61","38.68","20.42","386.36","2.06","361.76","33.26","37","11.56","1.89","8.51","1.1","690474687.3","Paxta"
"1075","20-40 sm","Loy","18.13","1.46","8.26","4.49","18.89","12.18","341.91","1.39","355.35","26.22","71.5","9.56","0.28","7.66","0.63","192649912.89","Paxta"
"1076","20-40 sm","Qum","18.64","1.74","8.9","5.26","7","9.46","337.45","0.56","314.09","34.95","56.38","6.76","0.4","6.39","0.31","49318761.53","Paxta"
"1078","0-30","Loy","13.19","1.49","7.76","3.28","39.08","21.63","430.07","2.75","405.47","25.6","59.53","9.54","1.28","7.13","0.73","","Paxta"
"1080","20-40 sm","Gill","15.74","1.66","8.1","3.45","16.16","11.15","328.33","0.87","315.74","","52.45","6.92","1.27","6.6","0.59","83235604.2","Paxta"
"1081","20-40 sm","Qum","27.88","1.67","7.48","3.97","24.69","14.89","378.52","1.8","331.44","32.76","58.34","10.51","1.31","8.31","0.97","","Paxta"
"1082","20-40 sm","Gill","22.68","1.52","7.43","3.57","34.01","18.21","390.22","2.55","364.32","34.21","54.38","9.53","1.5","8.25","0.76","696924446.02","Paxta"
"1083","20-40 sm","Qum","29.46","1.69","7.42","4.7","21.5","14.71","327.96","1.21","304.63","21.7","63.26","9.7","1.18","8.28","0.7","224866983.76","Paxta"
"1084","20-40 sm","Loy","20.06","1.56","8.21","1.21","25.32","12.32","366.17","1.29","348.88","","23.17","10.02","1.38","","0.61","311078050.04","Paxta"
"1086","20-40 sm","Gill","15.62","1.68","8.76","2.68","21.51","10.71","350.04","1.02","307.9","","44.46","7.87","0.73","7.42","0.5","156260033.74","Paxta"
"1087","20-40 sm","Qum","16.75","1.52","8.19","4.19","25.04","16.6","346.82","1.6","305.77","26.1","65.58","8.06","0.96","6.68","0.62","345329173.05","Paxta"
"1089","20-40 sm","Loy","25.9","1.69","7.36","2.85","17.66","14.61","277.6","1.32","264.97","31.93","42.49","8.15","1.24","7.55","0.66","217145886.48","Paxta"
"1091","20-40 sm","Qum","15.74","1.38","6.59","3.76","52.01","25.68","394.32","3.52","345.62","81.84","72.58","11.59","2.56","9.05","1.02","1346587349.29","Paxta"
"1094","20-40 sm","Gill","21.57","1.68","8.22","4.98","23.08","15.13","336.46","1.23","335.02","25","61.9","8.8","0.8","","0.51","250627112.51","Paxta"
"1095","20-40 sm","Qum","28.07","1.79","6.56","3.4","20.14","14.09","317.67","0.89","297.16","44.54","51.24","","1.98","8.1","1.01","","Paxta"
"1098","20-40 sm","Gill","26.64","1.42","7.55","2.3","34.55","17.61","415.42","1.71","369.8","33.48","56.88","10.88","1.33","6.73","0.86","448630657.12","Paxta"
"1100","20-40 sm","Loy","24.67","1.49","6.66","3.38","13.27","8.99","290.19","0.86","261.98","31.35","51.56","10.04","2.19","8.68","1.03","124451381.47","Paxta"
"1102","20-40 sm","Loy","20.05","1.7","7.78","4.55","39.45","20.03","385.65","2.08","358.78","20.94","64.97","8.78","1.55","7.7","0.68","583190443.53","Paxta"
"1103","20-40 sm","Qum","23.89","1.55","7.97","3.57","17.62","11.52","379.56","1.16","357.95","62.6","44.44","8.68","0.83","7.69","0.69","143104172.03","Paxta"
"1104","20-40 sm","Gill","25.95","1.53","7.13","2.78","23.32","14.91","284.81","1.44","269.82","25.63","49.34","11.31","1.09","8.75","0.79","248560684.91","Paxta"
"1108","20-40 sm","Qum","29.65","1.54","7.65","4.56","27.03","17.4","389.12","1.58","351.08","22.49","70.09","7.71","1.69","6.95","0.63","395298233.09","Paxta"
"1109","20-40 sm","Qum","13.2","1.64","6.56","3.67","24.36","15.98","327.09","1.31","328.13","21.05","","12.62","1.62","8.33","1.06","219212417.71","Paxta"
"1110","20-40 sm","Qum","26.48","1.67","8.73","5.3","11.67","10.37","347.73","0.78","347.95","","63.45","6.88","0.43","6.31","","84340726.75","Paxta"
"1115","20-40 sm","Loy","27.36","1.72","8.32","5.08","10.49","7.66","346.93","0.55","318.56","25.27","63.19","7.91","0.8","7.35","0.56","","Paxta"
"1116","20-40 sm","Loy","19.56","1.56","8.5","3.49","22.68","12.76","371.75","1.29","340.27","44.95","61.71","8.5","1.45","","0.6","246492242.53","Paxta"
"1120","20-40 sm","Loy","12.34","1.68","6.79","4.39","25.08","17.54","367.01","1.96","332.06","29.53","72.5","11.81","2.26","8.92","1.17","548152199.62","Paxta"
"1122","20-40 sm","Qum","26.46","1.63","8.67","3.27","20.21","15.59","391.94","1.82","362.4","","50.05","8.08","1.56","5.76","0.47","","Paxta"
"1123","20-40 sm","Gill","18.23","1.67","6.95","1.09","33.62","19.21","392.06","1.92","364.79","35.74","32.25","10.15","2.18","9.16","1.03","629248903.09","Paxta"
"1124","20-40 sm","Gill","14.69","1.75","8.44","2.77","24.12","11.16","343.86","1.07","310.95","51","43.72","9.32","0.61","7.58","0.65","172680751.29","Paxta"
"1125","20-40 sm","Qum","21.21","1.66","7.76","3.74","19.83","12.59","323.77","1.22","296.17","24.21","58.35","9.53","1.86","8.01","0.76","201976686.23","Paxta"
"1126","20-40 sm","Qum","24.28","1.62","8.73","4.69","21.7","15.45","388.42","1.33","371.7","26.97","59.55","8.22","0.86","7.31","0.29","332475457.76","Paxta"
"1129","20-40 sm","Gill","26.79","1.67","6.68","3.64","31.82","19.97","369.59","1.74","343.75","49.41","53.02","11.49","2.02","8.72","","424306591.28","Paxta"
"1130","20-40 sm","Gill","11.13","1.63","7.28","4.69","33.13","14.55","370.76","2.02","332.68","27.44","69.27","9.93","1.87","7.75","0.93","511709908.62","Paxta"
"1131","20-40 sm","Loy","21.75","1.73","8.57","4.71","12.3","9.52","335.37","0.76","","44.15","","6.8","0.76","7.42","0.37","76023467.91","Paxta"
"1133","20-40 sm","Qum","13.92","1.59","8.98","4.75","13.44","8.97","359.04","0.84","376.63","40.36","62.52","9.05","0.59","6.24","0.43","75881071.97","Paxta"
"1134","20-40 sm","Gill","23.97","1.58","7.14","3.23","25.59","13.8","303.08","1.43","267.2","53.79","50","9.06","1.63","7.88","0.93","235777629.38","Paxta"
"1135","0-30","Qumoq","16.07","1.64","8.82","4.51","24.01","17.63","401.96","1.72","386.79","32.37","68.75","7.6","0.92","","0.38","391659994.24","Paxta"
"1141","20-40 sm","Gill","18.4","1.68","8.93","4.96","16.54","12.14","337.85","0.95","318.33","21.37","69.98","7.02","1.01","6.11","0.4","79547150.09","Paxta"
"1142","20-40 sm","Loy","26.93","1.58","7.97","3.29","39.48","24.51","397.64","2.35","373.47","20.56","56.42","7.96","1.07","7.36","0.64","","Paxta"
"1144","20-40 sm","Gill","28.85","1.64","7.38","3.42","30.3","16.02","381.27","1.8","376.6","35.62","55.9","9.19","1.45","8.69","0.67","405746161.3","Paxta"
"1147","0-30","Loy","23.09","1.65","7.59","3.93","44.23","23.24","448.8","2.8","440.42","20.19","63.54","","1.74","8.24","0.7","906969913.86","Paxta"
"1149","20-40 sm","Qum","28.3","1.63","7.81","2.97","21.57","12.68","329.57","1.2","337.73","47.45","46.55","9.34","1.33","7.82","0.77","","Paxta"
"1151","20-40 sm","Gill","22.82","1.76","7.88","5.26","17.85","12.17","366.99","0.97","345.51","34.67","65.73","9.41","1.02","8.09","","156275949.32","Paxta"
"1152","20-40 sm","Loy","21.44","1.74","8.86","4.88","10.56","9.27","334.94","0.65","319.46","21.64","62.79","7.35","0.71","5.76","0.51","68377480.19","Paxta"
"1153","20-40 sm","Qum","17.91","1.54","8.76","5.01","17.94","10.29","310.93","0.99","286.12","25.33","61.63","7.22","0.92","6.31","0.23","127941721.12","Paxta"
"1154","0-30","Qum","18.6","1.45","8.17","4.41","53.22","23.07","434.74","3.45","427.45","38.69","68.76","10.03","1.52","8.12","0.57","1184929969.48","Paxta"
"1155","20-40 sm","Gill","25.28","1.46","8.23","3.46","31.13","19.9","393.89","1.78","355.9","45.83","52.29","8.29","1.3","6.49","0.54","383754269.99","Paxta"
"1156","20-40 sm","Loy","24.97","1.65","6.67","3.33","41.57","26.38","420.25","3.33","402.2","34.18","50.32","12.16","2.05","9.11","1.06","1342154556.06","Paxta"
"1157","20-40 sm","Qum","24.92","1.55","8.27","3.38","21.69","16.2","335.67","1.21","322.12","35.08","45.55","7.27","1.25","6.92","0.47","207220723.82","Paxta"
"1158","20-40 sm","Loy","15.41","1.57","8.98","3.37","18.37","13.83","367.05","1.26","335.75","21.15","","7.77","0.88","6.68","0.19","","Paxta"
"1159","20-40 sm","Loy","13.66","1.73","7.88","2.33","22.62","12.91","339.89","1.09","316.61","22.14","49.15","9.96","0.87","7.73","0.64","204092708.05","Paxta"
"1161","20-40 sm","Gill","27.98","1.44","7.12","1.95","40.95","20.35","410.27","2.14","381.91","23.35","48.38","13.64","1.87","8.88","0.85","889666892.61","Paxta"
"1162","20-40 sm","Loy","29.37","1.78","8.71","3.47","15.48","10.07","362.14","0.9","343.17","51.41","51.9","8.05","0.46","6.94","","118803217.15","Paxta"
"1164","20-40 sm","Loy","26.81","1.64","8.8","4.87","34.22","16.64","363.34","1.82","340.31","34.02","70.95","8.68","0.54","7.53","0.31","424528434.17","Paxta"
"1166","20-40 sm","Gill","28.4","1.45","7.51","2.45","41.13","19.64","466.15","2.54","418.71","21.29","43.67","10.63","1.56","8.29","0.72","978167625.57","Paxta"
"1167","20-40 sm","Qum","17.01","1.36","8","4.61","31","14.66","388.94","1.6","379.06","21.95","63.19","8.75","1.25","7.51","0.71","431048154.01","Paxta"
"1168","20-40 sm","Gill","25.34","1.38","8.72","4.13","28.59","17.24","335.16","1.89","333.3","32.73","59.63","7.99","1.09","","0.42","361908743.04","Paxta"
"1172","20-40 sm","Loy","20.38","1.46","7.95","3.01","28.54","14.4","342.18","1.25","337.67","22.58","49.34","8.02","1.41","7.49","0.81","253485047.93","Paxta"
"1174","20-40 sm","Qum","29.12","1.59","8.04","4.69","32.7","18.49","375.51","2.34","346.2","48.75","64.89","8.11","","7.31","0.66","637268257.72","Paxta"
"1175","20-40 sm","Loy","28.65","1.64","7.47","4.02","47.28","22.48","404.81","2.9","377.12","24.77","64.5","11.02","1.76","8.85","0.83","","Paxta"
"1176","20-40 sm","Gill","20.08","1.66","7.32","2.19","46.09","21.76","394.85","2.59","364.35","35.07","52.95","11.67","1.46","8.49","0.78","953121225.84","Paxta"
"1178","20-40 sm","Qum","29.02","1.74","7.85","3.31","23.4","12.35","374.23","1.27","355.53","43.2","46.84","7.8","1.5","8.6","0.71","246352987.64","Paxta"
"1179","20-40 sm","Loy","12.37","1.61","8.43","2.66","41.2","26.41","474.07","3.1","410.81","21.46","60.25","6.94","1.23","7.38","0.54","1021758235.8","Paxta"
"1180","20-40 sm","Gill","19.62","1.6","6.85","0.64","37.89","24.12","415.46","2.68","377.23","63.59","49.36","10.96","1.73","","1","","Paxta"
"1181","20-40 sm","Gill","13.96","1.72","7.68","4.17","15.34","12.17","297.08","0.9","271.18","24.62","54.58","8.42","1.03","6.8","0.66","106460378.15","Paxta"
"1182","20-40 sm","Qum","18.76","1.67","8.84","5.04","15.2","11.82","289","0.81","288.49","42.76","64.19","7.52","0.94","6.71","0.26","103275688.49","Paxta"
"1184","20-40 sm","Loy","23.32","1.39","7.36","3.33","34.92","20.14","395.54","2.14","338.13","24.3","54.26","12.01","1.4","8.16","0.86","","Paxta"
"1185","20-40 sm","Loy","13.93","1.57","6.59","1.48","21.5","15.42","334.32","1.33","303.95","31.82","30.44","9.39","2.43","8.25","0.95","239389665.68","Paxta"
"1187","20-40 sm","Loy","27.97","1.62","8.09","5.24","23.44","12.04","352.48","1.33","326.83","55.45","70.75","7.7","1.11","7.43","0.43","229592789.28","Paxta"
"1188","20-40 sm","Gill","12.44","1.51","7.44","4.23","22.55","15.31","360.33","1.56","339.56","24.19","59.77","9.54","1.17","8.42","0.72","","Paxta"
"1190","20-40 sm","Qum","24.37","1.61","8.42","3.46","29.92","17.76","357.87","1.88","336.39","22.81","56.49","","1.14","7.6","0.59","486723634.84","Paxta"
"1191","20-40 sm","Loy","16.97","1.4","8.54","2.36","36","19.05","408.33","2.11","363.92","30.07","39.82","8.92","0.66","6.61","0.47","691346357.7","Paxta"
"1194","20-40 sm","Gill","20.09","1.68","7.71","5.29","24.89","11.45","318.97","0.78","302.96","28.2","61.72","9.94","1.47","7.68","0.72","99614797.15","Paxta"
"1196","20-40 sm","Qum","14.15","1.59","8.36","2.5","27.51","17.56","381.83","1.54","343.34","42.73","31.31","10.44","0.97","7.54","0.57","322553813.65","Paxta"
"1198","20-40 sm","Loy","15.21","1.69","8.01","4.79","20.31","11.51","321.21","1.05","305.53","29.36","64.72","9.14","0.84","8.04","0.63","125066940.07","Paxta"
"1200","20-40 sm","Qum","22.91","1.53","8.08","3.49","23.57","13.78","350.57","1.59","330.01","24.82","56.31","7.71","1.33","7.02","0.69","","Paxta"
"1202","20-40 sm","Qum","22.32","1.81","7.29","5.15","16.52","8.79","282.09","0.57","312.48","58.32","56.14","7.87","1.26","7.29","0.83","58292074.24","Paxta"
"1203","20-40 sm","Gill","18.2","1.64","7.14","5.22","25.97","16.64","378.94","1.64","347.35","33.37","","9.8","1.33","7.92","0.76","374668502.04","Paxta"
"1205","20-40 sm","Qum","26.03","1.57","8.14","2.22","46.32","24.26","418.98","2.65","415.67","52.16","51","9.41","1.07","8.12","0.55","967866869.96","Paxta"
"1206","0-30","Qum","21.17","1.41","8.5","2.94","42.29","22.73","434.7","3.02","398.56","48.15","59.04","9.21","0.98","7.45","0.49","","Paxta"
"1211","0-30","Qumoq","22.74","1.59","8","3.74","29.81","19.09","414.9","2.39","361.64","20.36","","8.06","1.17","7.59","0.53","556981434.57","Paxta"
"1212","20-40 sm","Qum","26.22","1.4","8.34","3.09","31.18","20.59","388.7","2.44","348.68","28.77","48.46","10.06","1.52","7.34","0.53","695626705.24","Paxta"
"1213","20-40 sm","Qum","29.8","1.66","7.93","3.19","28.2","16.68","363.84","1.93","327.26","81.78","51.28","10.08","1.63","8.17","0.49","488737743.1","Paxta"
"1214","20-40 sm","Gill","18.9","1.64","7.94","3.31","33.59","15.71","379.06","1.85","351.84","21.24","56.9","11.35","1.38","6.69","0.68","430235593.15","Paxta"
"1216","20-40 sm","Gill","20.6","1.53","8.55","5.15","18.03","11.28","379.01","0.98","362.4","21.98","63.65","9.46","0.6","5.98","0.55","117556904.34","Paxta"
"1217","20-40 sm","Loy","17.1","1.64","6.81","1.59","27.82","15.34","343.02","1.7","323.06","26.89","35.44","10.96","2.25","9.02","1.03","315851630.39","Paxta"
"1218","20-40 sm","Gill","17.16","1.41","6.81","3.18","37.47","18.3","437.39","2.38","393.78","20.64","52.99","10.96","1.85","8.73","1","809571843.36","Paxta"
"1219","20-40 sm","Qum","15.33","1.57","8.37","4.12","28.42","21.12","398.21","1.96","369.38","31.76","70.49","7.47","0.52","6.37","0.47","628731959.69","Paxta"
"1220","20-40 sm","Loy","26.62","1.62","6.07","4.02","32.22","21.87","376.87","1.77","363.64","56.18","51.03","12.34","2.39","8.83","1.19","589510853.31","Paxta"
"1222","20-40 sm","Loy","14.34","1.8","8.57","4.73","21.88","12.91","323.61","0.92","283.14","37.15","58.71","8.77","1.1","6.46","0.29","140102244.36","Paxta"
"1226","20-40 sm","Gill","27.4","1.75","8.95","5.27","13.04","7.98","349.08","0.54","324.75","20.01","67.21","7.65","0.5","6.53","0.49","50761154.54","Paxta"
"1227","20-40 sm","Qum","25.31","1.61","6.22","3.79","44.92","23.39","415.86","2.5","372.9","64.87","63.2","13.19","2.09","","1.19","","Paxta"
"1231","20-40 sm","Gill","18.51","1.37","8.28","1.71","39.95","23.35","400.91","2.88","353.45","27.07","40.9","8.01","0.53","7.61","0.49","862952990.08","Paxta"
"1232","20-40 sm","Gill","20.19","1.5","8.89","2.64","27.2","18.94","419.84","2.13","407.41","36.11","49.27","9.55","1.02","6.84","0.43","601151828.54","Paxta"
"1233","20-40 sm","Loy","26.91","1.64","6.05","2.62","43.41","25.17","394.3","3.29","371.16","29.84","52.23","12.02","2.33","8.87","1.3","1318509223.13","Paxta"
"1234","20-40 sm","Qum","18.77","1.79","8.04","4.93","10.47","9.15","323.33","0.81","311.22","26.24","57.84","8.95","1.7","6.88","0.61","76549124.34","Paxta"
"1235","0-30","Qum","29.88","1.57","8.67","4.31","34.57","18.31","411.19","1.98","386.95","23.74","69.63","8.18","1.5","6.68","0.39","699916784.78","Paxta"
"1236","20-40 sm","Loy","23.07","1.68","6.97","2.8","26.49","17.84","380.12","1.49","368.19","30.77","58.44","10.68","1.53","8.88","0.86","330815024.17","Paxta"
"1239","20-40 sm","Gill","29.55","1.38","8.03","4.47","34.33","24.42","394.49","2.62","357.69","53.74","72.33","10.55","1.47","7.57","0.67","793552382.18","Paxta"
"1240","20-40 sm","Gill","25.39","1.62","6.07","2.45","41.77","21.42","389.39","2.57","354.91","25.2","40.57","12.91","2.46","10.63","1.02","","Paxta"
"1241","20-40 sm","Qum","23.08","1.53","7.98","4.01","28.8","16.91","399.28","1.63","367.04","21.82","59.81","8.88","1.32","7.65","0.59","323692737.85","Paxta"
"1243","20-40 sm","Gill","21.74","1.46","6.29","1.12","44.07","22.23","423.99","2.94","408.55","","39.26","12.49","2.14","9.61","1.13","1167926360","Paxta"
"1244","20-40 sm","Gill","18.2","1.77","8.24","5.27","10.81","8.05","304.36","0.69","277.45","44.07","55.68","8.52","1.11","6.43","0.51","","Paxta"
"1247","0-30","Qum","23.67","1.59","8.99","5.1","21.52","19.98","408.71","1.69","356.86","38.2","65.27","6.54","0.75","5.97","0.31","368292415.33","Paxta"
"1248","20-40 sm","Gill","15.96","1.8","9","5.37","10.58","9.67","310.75","0.62","285.57","27.42","64.11","5.63","0.78","6.09","0.39","42224366.92","Paxta"
"1249","20-40 sm","Loy","22.29","1.73","8.57","3.61","27.45","15.65","325.8","1.31","268.83","65.46","50.98","9.74","0.88","6.92","","","Paxta"
"1251","20-40 sm","Qum","29.9","1.61","7.19","3.69","28.57","16.25","341.77","1.94","326.7","35.65","49.29","9.76","2.15","7.41","","424548824.92","Paxta"
"1252","20-40 sm","Qum","22.09","1.68","7.77","4.52","20.49","11.09","346.34","0.98","311.78","27","43.73","9.49","1.44","7.87","0.63","118238661.77","Paxta"
"1254","0-30","Qumoq","29.3","1.37","8.78","3.56","43.15","24.19","472.63","3.2","427.93","23.28","58.63","9.73","0.91","6.73","0.37","1106525549.21","Paxta"
"1262","20-40 sm","Loy","21.43","1.7","8.57","5.04","11.89","10.6","310.36","0.68","288.51","39.1","58.18","","0.94","6.78","0.29","80469901.92","Paxta"
"1264","20-40 sm","Loy","29.46","1.53","6.89","1.45","27.61","18.07","362.16","1.65","329.34","32.24","28.97","","1.61","8.92","0.97","428205348.05","Paxta"
"1266","20-40 sm","Gill","21.6","1.66","7.83","3.66","26.76","13.58","347.17","1.48","326.01","31.58","51.05","9.64","1.2","","0.52","228202552.2","Paxta"
"1269","20-40 sm","Gill","16.42","1.67","8.78","3.04","31.48","16.6","371.38","2.03","326.31","47.21","51.14","9.21","","7.4","0.37","409928134.12","Paxta"
"1271","20-40 sm","Gill","23.74","1.61","8.42","3.68","19.72","11.74","353.71","1.16","320.47","29.93","49.25","8.13","0.78","6.84","0.62","153641024.98","Paxta"
"1272","20-40 sm","Loy","24.37","1.65","8.87","5.07","10.87","9.34","340.1","0.63","313.34","27.49","64.15","7.43","0.91","6.81","0.25","98895069.68","Paxta"
"1273","0-30","Qum","25.59","1.6","7.57","4.22","32.31","22.3","417.59","2.4","388.89","22.79","66.86","11.33","1.51","8.36","0.84","888121481.05","Paxta"
"1274","0-30","Qumoq","25.68","1.67","8.61","3.72","31.51","17.99","400.15","2.16","397.48","20.16","69.9","7.61","1.17","6.88","0.4","587923530.31","Paxta"
"1276","20-40 sm","Gill","26","1.41","6.88","2.84","33.83","19.61","344.39","1.8","327.72","23.93","50.78","12.04","1.44","9.53","0.83","410193883.5","Paxta"
"1278","0-30","Qumoq","26.01","1.37","7.89","2.77","39.7","22.69","421.33","2.27","388.43","39.43","","8.06","","7.19","0.51","843079379.86","Paxta"
"1279","20-40 sm","Loy","28.49","1.75","8.05","3.22","31.4","18.73","388.28","1.91","363.2","25.88","52.46","10.02","2.03","6.89","0.57","","Paxta"
"1280","0-30","Qum","16.66","1.64","8.51","3.53","33.61","17.08","423.58","2.56","415.14","28.14","49.85","7.34","1.15","6.59","0.53","644361052.04","Paxta"
"1281","20-40 sm","Qum","15.84","1.63","6.48","1.2","31.04","18.82","401.51","2.1","345.84","36.19","44.92","","1.48","8.79","1.1","535930975.55","Paxta"
"1282","20-40 sm","Gill","15.48","1.63","6.07","2.92","45.02","23.72","391.25","2.57","367.91","20.22","57.66","11.87","2.12","10.33","1.26","1002593507.51","Paxta"
"1283","20-40 sm","Qum","19.06","1.58","8.45","4.72","17.84","11.53","326.68","1.2","306.12","43.33","58.93","6.87","1.04","7.04","0.52","159396254.69","Paxta"
"1284","20-40 sm","Qum","16.96","1.57","6.9","3.49","31.4","15.38","358.27","1.66","349.14","22.33","54.1","10.85","1.77","8.47","0.91","416919623.15","Paxta"
