Namuna,Qatlam (sm),Mexanik tarkib,pH,Gumus (%),Tuproq EC (mS/cm),Tuproq zichligi (g/sm3),DNS (%),Azot (mg/kg),Fosfor (mg/kg),Kaliy (mg/kg),Mg (mg/kg),Mikroorganizmlar (CFU/g),S (mg/kg),Fe (mg/kg),Zn (mg/kg),Mn (mg/kg),Cu (mg/kg),B (mg/kg),Ekin
Navoi-pax-7577,0-20 sm,Loy,6.36,5.1,1.43,1.27,18.94,45.63,11.54,246.44,117.74,633393333.64,79.1,9.8,2.65,9.27663964069379,1.82159606811843,1.32,Sabzi
Navoi-pax-7578,0-20 sm,Loy,6.76,1.06,4.95,1.31,31.88,26.83,12.03,526.82,328.21,321585125.05,32.6,14.61,2.13,9.9188621762015,1.90163297851385,1.91,Sabzi
Navoi-pax-7579,0-20 sm,Gill,6.66,1.81,3.78,1.26,30.49,21.57,11.11,223.06,224.57,176208314.74,46.23,15.85,1.96,15.4646677308279,2.65141422785761,1.89,Sabzi
Navoi-pax-7580,0-20 sm,Loy,8.7,4.97,3.03,1.54,23.38,46.81,8.01,399.26,308.17,519208623.67,59.37,13.15,0.61,8.59254646207065,2.08668402779584,,Sabzi
Navoi-pax-7581,0-20 sm,Loy,8.81,1.2,3.41,1.5,22.34,24.91,7.48,531.24,358.49,241753162.98,43.23,10.57,1.61,17.891755896749,1.85205906526141,2.32,Sabzi
Navoi-pax-7582,0-20 sm,Loy,8.79,1.2,1.51,1.59,25.49,27.77,5.22,254.58,219.69,209214905.26,47.44,9.5,1.17,15.1415349462296,3.18474526640363,1.55,Sabzi
Navoi-pax-7583,0-20 sm,Gill,8.2,5.36,0.72,1.64,15.76,52.92,8.58,570.2,388.01,714340855.41,39.14,9.07,1.28,13.7857000885469,2.02615858270388,1.4,Sabzi
Navoi-pax-7584,0-20 sm,Loy,8.13,5.08,3.88,1.58,35.4,47.37,6.53,418.83,294.25,545836967.72,51.75,17.55,3.23,12.4618001755479,3.5,0.71,Sabzi
Navoi-pax-7585,0-20 sm,Loy,6.45,5.3,1.38,1.34,15.52,38.84,13.25,539.27,,479083900.08,21.8,14.56,3.65,9.51781998454494,2.00595763216072,2.26,Sabzi
Navoi-pax-7586,0-20 sm,Loy,6.47,,4.01,1.3,21.61,53.79,14.35,270.52,219.75,741940095.77,91.87,8.13,,13.3435144990937,1.2,2.13,Sabzi
Navoi-pax-7587,0-20 sm,Gill,6.59,3.19,2.36,1.3,16.69,33.74,11.37,580.17,393.96,360627811.75,110.06,5.42,1.48,13.6114774001415,1.77234101260063,1.75,Sabzi
Navoi-pax-7588,0-20 sm,Loy,6.36,3.8,2.53,1.31,28.91,23.18,12.32,500.29,228.81,280328897.22,101.43,16.54,3.02,10.9982047551014,1.70227831812337,1.95,Sabzi
Navoi-pax-7589,0-20 sm,Loy,8.75,2.27,3.73,1.48,27.78,23.7,7.82,505.54,294.31,226788288.11,80.37,,0.68,14.9087709541687,3.03627322230996,0.96,Sabzi
Navoi-pax-7590,0-20 sm,Loy,8.56,1.11,4.05,1.52,38.71,20.98,5.31,592.3,390.59,176603390.28,77.81,8.54,1.55,12.3359413965803,1.2,2.13,Sabzi
Navoi-pax-7591,0-20 sm,Gill,7.62,3.64,1.26,1.54,21.93,46.72,7.57,388.8,133.71,397458791.48,85.14,12.23,3.93,,1.48762049995765,1.08,Sabzi
Navoi-pax-7592,0-20 sm,Loy,8.27,4.82,2.81,1.47,18.8,49.33,9.87,425.65,257.51,788909942.05,105.36,13.24,1.77,12.9127294921099,2.85513461067184,2.32,Sabzi
Navoi-pax-7593,0-20 sm,Loy,8.84,4.65,3.26,1.64,18.65,56.69,9.32,328.18,196.77,800976656.51,59.56,12.28,1.75,8.21278390171319,3.5,1.41,Sabzi
Navoi-pax-7594,0-20 sm,Loy,8.26,2.21,0.85,1.48,22.81,33.16,6.31,274.5,225.74,470015559.1,24.9,8.24,2.3,9.42111571370769,2.76806752322217,2.47,Sabzi
Navoi-pax-7595,0-20 sm,Gill,8.3,2.73,3.1,1.61,20.2,24.32,7.12,300.21,267.12,193622282.15,37.57,7.6,1.75,9.15795389759893,1.54536053357457,1.51,Sabzi
Navoi-pax-7596,0-20 sm,Loy,8.07,1.43,4.83,1.48,29.67,18.02,5.27,246.24,147.26,78361774.13,84.96,5.6,3.17,13.0522903904794,1.25175898727861,,Sabzi
Navoi-pax-7597,0-20 sm,Loy,6.7,4.06,1.75,1.27,24.07,51.28,12.57,323.61,215.13,547528152.5,29.32,5.38,1.86,12.408413880644,2.61978086879493,2.27,Sabzi
Jomboy_2770,,Loy,8.07,3.45,0.64,1.33,17.08,25.67,12.05,561.35,360.59,,47.48,5.89,1.93,10.5083819696098,1.63133772859801,0.63,Sabzi
Samar_tt-1517,0-20 sm,Gill,8.26,1.01,4.72,1.5,22.34,21.1,6.09,592.64,390.03,211805499.14,116.76,,3.9,11.5064332365052,2.42162354718971,,Sabzi
Jizzax_bug_809,0-20 sm,Loy,8.04,1.04,1.7,1.51,29.96,20.58,7.21,302.86,164.41,,105.27,11.3,3.5,9.94072421727039,3.5,0.51,Sabzi
NMNX-2090,0-20 sm,Loy,8.43,0.86,3.92,1.57,35.09,15.1,5.09,506.09,381.25,23591295.07,37.43,12.73,2.65,20,3.5,0.89,Sabzi
Jomboy_2771,0-20 sm,Loy,8.85,1.01,4.69,1.63,23.82,24.5,5.08,308.21,224.52,163860591.2,94.66,6.75,2.07,7.10425200279281,2.63541851218441,,Sabzi
Samar_tt-1518,0-20 sm,Gill,6.35,1.77,2.44,1.25,23.84,16.62,10.11,203.05,166.46,51737813.98,85.22,15.88,3.49,12.0732487961194,1.74247932546041,2.26,Sabzi
Jizzax_bug_810,0-20 sm,Loy,6.44,4.04,2.06,1.32,31.85,39.87,10.75,350.05,185.35,515038628.16,77.31,14.28,3.61,15.6418507738732,3.2145643786433,1.08,Sabzi
NMNX-2091,,Loy,8.07,2.79,1.59,1.23,30.95,49.87,12.64,439.69,353.17,738527735.41,115.95,15.83,3.64,12.6816891379793,3.04924639100085,0.9,Sabzi
Jomboy_2772,0-20 sm,Loy,6.61,4.31,4.64,1.29,26.86,37.9,12.11,375.68,270.93,526130806.91,,11.1,2.25,10.896633406934,1.5,1.12,Sabzi
Samar_tt-1519,0-20 sm,Gill,6.79,0.99,4.53,1.26,17.22,21.9,10.46,567.5,396.75,158089846.5,41.2,16.77,0.74,7.4014755627701,3.74115853938198,1.83,Sabzi
Jizzax_bug_811,0-20 sm,Loy,8.91,3.55,4.14,1.63,19.49,46.11,8.41,559.25,359.19,584498231.74,58.44,5.36,2.48,9.28860274683546,2.54866135872996,2.17,Sabzi
NMNX-2092,0-20 sm,Loy,8.3,,4.21,1.53,33.84,59.56,9.89,269,180.9,891785821.77,33.28,11.85,2.74,14.680843897921,3.07159041273404,1.73,Sabzi
Jomboy_2773,0-20 sm,Loy,6.41,4.52,0.92,1.23,21.89,47.72,13.58,225.31,187.61,655157339.47,22.36,10.09,1.61,11.4182011699287,3.31779804934701,1.6,Sabzi
Jizzax-bax-2305,0-20 sm,Gill,7.93,2.62,3.22,1.49,25.69,21.02,5.22,441.56,236.38,215208977.55,88.06,8.12,1.88,9.31662129752185,2.84468947323668,2.85,Sabzi
Jizzax-bax-2306,0-20 sm,Loy,6.79,0.85,3.31,1.24,32.44,16.84,11.74,304.82,182.15,82021254.07,33.2,14.5,0.63,11.8227791625688,1.67475604993572,2.37,Sabzi
Jizzax-bax-2307,0-20 sm,Loy,6.58,3.77,4.11,1.34,16.99,21.58,10.93,353.77,262.52,197471096.28,71.84,14.06,3.53,12.6214374045712,2.63034486146731,2.14,Sabzi
Jizzax-bax-2308,0-20 sm,Loy,6.72,4.48,3.32,1.31,22.07,53.53,14.37,524.28,371.64,753821673.34,109.1,16.84,1.3,7.90037392163052,2.04361864749234,,Sabzi
Jizzax-bax-2309,0-20 sm,Gill,8.92,,4.56,1.62,37.43,59.63,9.93,500.77,332.67,888151326.51,82.55,12.33,0.94,12.1606607498833,2.92180976538346,1.44,Sabzi
Jizzax-bax-2310,0-20 sm,Loy,6.63,1.88,3.61,1.25,36.92,23.77,11.13,309.36,152.27,167983893.77,90.07,6.32,1.32,14.5781052232303,2.39222936017037,1.4,Sabzi
Jizzax-bax-2311,0-20 sm,Loy,7.91,4.87,0.7,1.59,39,45.16,9.31,447.07,217.74,547416050.8,47.11,16.33,1.53,13.0038443391204,1.80300721577854,1.55,Sabzi
Jizzax-bax-2312,0-20 sm,Loy,6.39,1.25,2.96,1.24,39.08,41.14,13.73,260.5,274.75,527826146.02,77.15,19.61,3.18,11.4242983722261,2.75561188260804,1.34,Sabzi
Jizzax-bax-2313,0-20 sm,Gill,8.7,2.78,4.1,1.64,30.71,26.77,6.51,341.92,324.98,315093697.33,38.2,6.39,2.09,12.8829232408067,3.33321216229664,1.47,Sabzi
Jizzax-bax-2314,0-20 sm,Loy,6.63,1.32,1.94,1.25,36.86,34.6,11.3,258.41,152.36,395643242.12,48.02,,1.66,13.834909310076,1.7907940317143,2.15,Sabzi
Jizzax-bax-2315,0-20 sm,Loy,7.79,3.74,4.24,1.45,22,34.73,7.51,412.84,377.86,424462163,67.24,12.62,1.33,13.1192632699524,1.59033290115005,1.59,Sabzi
Jizzax-bax-2316,0-20 sm,Loy,8.87,2.87,1.84,1.6,19.9,51.36,8.77,475.38,270.21,582587166.93,29.01,10.99,0.93,14.720420419418,2.23199692771688,2.62,Sabzi
Jizzax-bax-2317,0-20 sm,Gill,6.44,,3.52,1.28,23.68,53.76,14.57,301.08,214.99,777742483.24,100.32,8.13,1.68,14.5743364555625,2.25508677857625,1.49,Sabzi
Jizzax-bax-2318,0-20 sm,Loy,6.76,0.98,3.56,1.34,20.56,18.99,11.94,294.79,304.92,131218126.81,27.22,17.03,2.93,10.4900121737197,3.20534596940214,1.11,Sabzi
Jizzax-bax-2319,0-20 sm,Loy,6.4,4.52,2.08,1.3,35.13,23.2,12.32,479.48,307.43,,111.45,,2.3,12.2922527421464,2.84458490116103,1.2,Sabzi
Jizzax-bax-2320,0-20 sm,Loy,8.29,3.13,2.91,1.47,16.46,39.34,8.57,572.63,386.94,626524506.13,32.14,8.04,3.3,12.7748113115603,2.31576218365578,0.72,Sabzi
Jizzax-bax-2321,0-20 sm,Gill,7.89,5.17,0.93,1.57,34.75,56.57,9.76,289.78,201.53,841085413.66,62.54,12.98,2.44,12.6387019784446,2.08282512287687,,Sabzi
Jizzax-bax-2322,0-20 sm,Loy,6.33,,3.56,1.22,23.31,47.03,12.94,245.61,160.38,687124785.34,43.74,8.9,2.11,11.1472205837051,1.95656865987167,1.24,Sabzi
Jizzax-bax-2323,0-20 sm,Loy,8.04,3.61,1.63,1.55,21.89,41.04,5.3,434.98,242.51,542339321.39,73.47,13.43,2.71,16.0605983722119,1.88041742262112,1.42,Sabzi
Jizzax-bax-2324,0-20 sm,Loy,8.56,4.32,2.54,1.52,34.48,49.23,7.38,417.99,335.45,,48.89,,0.83,17.5404156355421,2.49759119911827,1.02,Sabzi
Jizzax-bax-2325,0-20 sm,Gill,8.49,5.35,2.87,1.52,16.52,57.5,9.08,410.13,202.68,837422748.7,30.9,6.06,0.54,15.9377233197707,2.173863326388,0.71,Sabzi
Jizzax-bax-2326,0-20 sm,Loy,8.01,3.36,4.61,1.47,16.36,28.8,5.35,550.46,385.92,310183132.41,,5.25,3.01,14.9406156957828,2.79469615742893,2.39,Sabzi
Jizzax-bax-2327,0-20 sm,Loy,6.71,0.92,3.71,1.21,26.24,19.25,10.39,360.5,295.06,66136175.26,32.45,18.47,0.57,7.75121062011025,1.45686780846757,,Sabzi
Jizzax-bax-2328,0-20 sm,Loy,7.83,3.3,0.71,1.63,26.68,39.5,8.14,157.39,109.63,363459945.9,90.18,9.63,3.79,11.9939708745264,2.19965213326994,,Sabzi
Jizzax-bax-2329,0-20 sm,Gill,6.54,1.9,4.16,1.31,28.27,32.86,11.04,489.82,376.98,334556712.52,38.16,6.33,2.5,10.5347437965961,4,0.89,Sabzi
Jizzax-bax-2330,0-20 sm,Loy,7.91,1,2.46,1.48,33.64,17.84,6.09,388.4,272.27,161570395.11,59.43,9.53,2.48,6.77156136585359,2.38740827942883,,Sabzi
Jizzax-bax-2331,0-20 sm,Loy,7.96,1.31,3.98,1.53,16.43,19.8,5.77,494.92,365.41,143645053.52,95.2,16.28,2.87,7.65038704662522,2.35423663705974,1.49,Sabzi
Navoi-pax-7598,0-20 sm,Loy,6.77,4.08,4.12,1.35,36.21,51.59,14.39,331.25,199.4,794426666.58,56.64,13.44,1.82,11.7773502700252,1.91233063538119,1.54,Sabzi
Navoi-pax-7599,0-20 sm,Gill,6.73,1.22,4.36,1.28,18.87,43.05,13.03,172.27,138.01,675118962.05,,19.38,1.7,8.44703651219219,2.01730487796976,,Sabzi
Navoi-pax-7600,0-20 sm,Loy,8.56,4.32,3.24,1.53,33.51,45.01,8.19,504.57,177.84,574418359.15,77.36,9.27,1.75,10.6333941333711,2.3197816252655,2.3,Sabzi
Navoi-pax-7601,0-20 sm,Loy,8.63,1.8,0.87,1.62,33.84,16.38,5.27,452.54,306.81,24645176.26,90.79,5.67,1.59,10.4404806369713,1.86014881886434,1.28,Sabzi
Navoi-pax-7602,0-20 sm,Loy,8.96,0.81,2.15,1.59,22.83,17.91,5.19,165.64,110.2,86690408.5,40.87,7.64,1.32,10.4849288644008,2.12417948405418,0.93,Sabzi
Navoi-pax-7603,0-20 sm,Gill,8.43,0.85,2.55,1.55,26.86,16.57,5.25,482.1,357.89,30120698.28,107.76,17.14,,16.6380075793627,2.14487019608079,1.64,Sabzi
Navoi-pax-7604,0-20 sm,Loy,6.42,4.3,2.98,1.22,16.14,38.42,14.58,285.13,310.19,512631692.54,118.27,9.18,2.91,14.8196729502794,3.30598282368762,1.03,Sabzi
Navoi-pax-7605,0-20 sm,Loy,6.44,3.29,3.67,1.28,39.59,26.75,12.13,434.71,270.04,273790901.92,54.54,16.28,3.42,10.3371335584866,3.0709364440947,1.49,Sabzi
Navoi-pax-7606,0-20 sm,Loy,8.84,3.87,4.51,1.57,31.27,54.71,9.57,252.53,260.21,880428189.66,88.18,17.05,1.38,13.6075477762497,1.87079708957153,,Sabzi
Navoi-pax-7607,0-20 sm,Gill,8.77,1.17,4.5,1.55,39.39,21.22,5.28,472.67,323.62,82016496.75,103.5,8.03,1.51,11.1060830326237,1.16529576982465,0.9,Sabzi
Navoi-pax-7608,0-20 sm,Loy,7.73,2.5,1.32,1.51,24.09,35.32,7.13,291.71,208.17,475065481.93,23.63,9.14,3.23,7.34730735780863,1.37899053768101,0.89,Sabzi
Navoi-pax-7609,0-20 sm,Loy,6.44,,4.9,1.31,33.1,55.61,14.16,246.37,123.36,811816116.49,106.72,14.97,3.54,9.68855005773753,1.27170405754721,,Sabzi
Navoi-pax-7610,0-20 sm,Loy,7.6,5.7,0.97,1.58,15.79,41.31,8.16,151.17,102.63,647148131.12,56.23,17.12,2.24,14.590480380679,2.19653742901743,0.66,Sabzi
Navoi-pax-7611,0-20 sm,Gill,6.52,2.22,3.14,1.23,37.74,16.88,10.17,528.1,340.23,69357116.84,82.9,,0.63,,2.76411869658926,2.43,Sabzi
Navoi-pax-7612,0-20 sm,Loy,8.71,5.16,2.06,1.56,16.85,49.04,8.36,171,167.5,654855433.65,76.52,17.7,1.08,12.9647532122471,1.55135302837057,1.18,Sabzi
Navoi-pax-7613,0-20 sm,Loy,6.43,,1.28,1.34,20.3,59.91,14.98,342.81,234.04,909072685.37,72.65,17.91,2.93,6.15028239154949,3.0518707955279,1.29,Sabzi
Navoi-pax-7614,0-20 sm,Loy,7.91,2.7,1.06,1.58,23.43,49.22,8.04,357.46,354.34,701752194.73,47.89,11.35,3.04,13.3236779018952,1.89206562767691,1.7,Sabzi
Navoi-pax-7615,0-20 sm,Gill,6.34,,4.72,1.21,38.37,59.87,14.92,174.49,106.32,908281644.43,44.22,18.01,3.96,8.91621727853982,2.63657855228881,1.42,Sabzi
Navoi-pax-7616,0-20 sm,Loy,8.37,5.05,4.75,1.54,25.65,57.33,9.84,294.83,204,825544970.79,105.4,14.9,1.59,10.5912148321731,1.91022044405144,0.7,Sabzi
Navoi-pax-7617,0-20 sm,Loy,8.94,0.94,3.18,1.57,37.98,19.76,6.4,322.97,289.91,55633904.69,85.77,,1.03,8.31684255249657,1.29580076460398,1.19,Sabzi
Navoi-pax-7618,0-20 sm,Loy,8.63,2.62,3.39,1.47,17.27,42.25,7.72,547.06,305.82,496805201.54,85.7,13.13,1.19,10.5731339011027,1.64837663806145,0.77,Sabzi
Navoi-pax-7619,0-20 sm,Gill,7.92,4.14,2.09,1.55,26.33,31.27,6.57,275.03,194.7,367559245.54,77.51,10.95,1.93,12.2426101024641,1.52786773227954,1.81,Sabzi
Navoi-pax-7620,0-20 sm,Loy,6.49,5.06,2.44,1.34,37.12,30.67,13.05,381.82,179.04,291334606.81,114.73,9.74,2.42,,1.45330617684933,2.31,Sabzi
Navoi-pax-7621,0-20 sm,Loy,6.51,2.93,0.95,1.32,27.36,41.42,13.08,314.77,348.14,642979491.41,61.51,7.57,2.37,18.7817115018869,2.25105391810796,1.68,Sabzi
Navoi-pax-7622,0-20 sm,Loy,6.5,1.3,2.71,1.22,28.77,19.4,10.82,261.17,212.01,93921282.43,23.68,,1.87,10.2212179686781,2.80055751523133,,Sabzi
Navoi-pax-7623,0-20 sm,Gill,8.01,5.65,3.43,1.49,27.6,59.51,9.99,246.81,116.11,901315701.56,70.99,14.48,1.78,11.8290906097951,3.49303021068292,1.45,Sabzi
Navoi-pax-7624,0-20 sm,Loy,6.42,5.3,2.77,1.24,25.52,56.39,14.62,321.23,169.53,799667146.37,79.63,18.38,,13.8322955927154,2.58488743561708,1.94,Sabzi
Navoi-pax-7625,0-20 sm,Loy,6.56,1.72,3.49,1.23,15.44,48.37,12.7,407.77,229.69,634269430.17,60.96,17.35,2.74,,1.51549725172116,0.85,Sabzi
Navoi-pax-7626,0-20 sm,Loy,6.44,4.96,1.86,1.25,29.65,47.28,13.98,471.44,221.51,624765872.84,84.57,,0.87,7.70589183527495,3.16391769111456,1.8,Sabzi
Navoi-pax-7627,0-20 sm,Gill,6.77,1.31,4.56,1.33,26.81,16.86,10.74,274.73,127.44,75792966.3,106.35,9.72,1.05,8.31097279373745,2.10684488619429,1.56,Sabzi
Navoi-pax-7628,0-20 sm,Loy,7.84,4.63,2.88,1.56,16.61,47.58,8.49,223.26,151.54,671772062.65,34.32,,2.78,11.0842241572872,2.41976388439579,1.53,Sabzi
Navoi-pax-7629,0-20 sm,Loy,8.2,3.63,2.86,1.47,24.11,50.41,7.9,538.67,379.48,781068050.82,36.29,17.21,2.31,15.4231838327522,1.58333528928818,2.48,Sabzi
Navoi-pax-7630,0-20 sm,Loy,7.6,4.88,1.78,1.5,37.03,49.96,9.75,550.36,352.43,667179987.5,46.23,18.16,2.39,11.7205123529556,2.20769195589846,,Sabzi
Navoi-pax-7631,0-20 sm,Gill,6.34,3.51,4.36,1.24,16.84,27.4,11.25,248.69,237.53,388536097.87,65.87,7.95,3.8,9.40340154049199,2.40051484842718,2.43,Sabzi
Navoi-pax-7632,0-20 sm,Loy,7.68,1.06,1.48,1.5,26.13,19.65,5.64,387.48,275.67,98575703.88,116.05,14.53,3.78,13.2980233781973,1.6098484523301,1.73,Sabzi
Navoi-pax-7633,,Loy,8.07,,4.03,1.33,33.38,59.98,14.59,174.4,125.97,909229935.34,84.39,6.06,2.38,13.1622949629641,3.16057875311473,0.91,Sabzi
Navoi-pax-7634,0-20 sm,Loy,8.21,4.13,3.45,1.55,15.84,44.64,9.27,391.62,310.06,611787916.5,,14.01,1.73,10.395321103739,2.57851301834081,1.08,Sabzi
Navoi-pax-7635,0-20 sm,Gill,6.51,2.64,1.98,1.32,18.27,35.06,13.2,211.72,186.29,389398444.32,27.8,14.6,3.85,16.5530516936387,3.40503602353393,1.9,Sabzi
Navoi-pax-7636,0-20 sm,Loy,6.47,2.8,2.22,1.2,23.7,50.05,12.73,248.87,192.89,759735259.08,79.66,12.9,2.69,5.78225774160577,2.72005836521964,1.01,Sabzi
Navoi-pax-7637,0-20 sm,Loy,8.15,1.07,4.21,1.51,31.03,24.95,5.37,442.16,214.82,306957744.29,86.78,7.49,2.57,6.89272772394811,1.62084155564521,1.29,Sabzi
Navoi-pax-7638,0-20 sm,Loy,8.14,2.39,2.03,1.59,23.53,32.31,6.85,360.44,141.87,291546706.16,61.73,7.93,3.52,8.26086859122931,1.72581314225323,2.12,Sabzi
Navoi-pax-7639,0-20 sm,Gill,6.49,2.54,0.65,1.22,22.47,26.54,11.35,193.32,140.6,185615337.98,67.35,19.06,1.36,12.6385056506393,1.50634463653492,1.1,Sabzi
Navoi-pax-7640,0-20 sm,Loy,8.38,1.58,4.84,1.49,20.9,26.65,5.41,232.26,196.98,372513932.1,42.89,11.06,1.58,13.5191704391217,3.14982107855132,1.62,Sabzi
Navoi-pax-7641,0-20 sm,Loy,6.48,1.84,3.41,1.24,39.69,21.09,11.52,496.72,263.87,267857158.98,102.15,15.12,3.9,9.86741633593021,1,,Sabzi
Navoi-pax-7642,0-20 sm,Loy,6.53,3.02,2.05,1.22,38.47,26.47,12.3,325.84,139.66,290173056.1,66.8,15.31,2.04,13.7354409316156,1.79526301592071,1.18,Sabzi
Navoi-pax-7643,0-20 sm,Gill,6.48,3.49,4.01,1.23,33.42,46.53,14.42,468.6,267.25,757167958.11,45.09,5.53,2.21,10.5416001479266,3.5,2.36,Sabzi
Navoi-pax-7644,0-20 sm,Loy,7.83,5.51,0.99,1.64,31.86,37.87,5.89,384.78,169.2,636409676.13,57.31,18.13,3.25,6.72450584738354,2.11527888409754,2.98,Sabzi
Navoi-pax-7645,0-20 sm,Loy,6.56,4.29,2.82,1.29,39.12,41.07,12.98,551.5,381.02,475863153.15,119.86,8.96,2.34,14.0097502905263,2.74783753113649,1.92,Sabzi
Navoi-pax-7646,0-20 sm,Loy,7.91,3.32,3.44,1.47,20.35,42.2,7.96,337.6,273.82,597607409.92,79.55,13.37,3.22,10.2550736274943,2.04715217033994,0.87,Sabzi
Navoi-pax-7647,0-20 sm,Gill,6.43,4.31,2.89,1.22,20.05,53.5,13.62,320.31,312.6,775964789.15,29.41,15.38,2.41,11.0221794161465,1.75996751995609,1.47,Sabzi
Navoi-pax-7648,0-20 sm,Loy,8.74,1.96,1.13,1.58,29.75,36.08,7.59,291.71,192.29,319116392.66,27.41,5.51,0.93,12.4308916988577,1.11750265178303,0.92,Sabzi
Navoi-pax-7649,0-20 sm,Loy,7.96,4.53,2.79,1.54,20.06,33.37,6.14,533.06,361.9,298783533.2,62.71,10.65,2.71,8.08258011014243,1.5,1.05,Sabzi
Navoi-pax-7650,0-20 sm,Loy,8.35,4.9,1.62,1.53,17.75,33.04,7.08,544.88,367.05,449549567.52,67.75,15.36,0.55,15.6895487341535,2.22186795538309,1.56,Sabzi
Navoi-pax-7651,,Gill,8.07,4.24,3.38,1.21,35.28,39.2,13.94,458.88,324.57,426451417.97,79.41,18.4,2.79,11.8910040663617,3.02563233118307,0.84,Sabzi
Navoi-pax-7652,0-20 sm,Loy,8.24,3.82,2.25,1.61,39.59,51.25,9.57,590.38,373.1,615501351.85,40.7,7.72,3.12,10.2747392277487,2.23510026840057,1.61,Sabzi
Navoi-pax-7653,0-20 sm,Loy,6.62,5.07,4.69,1.29,27.19,43.67,14.21,535.75,390.85,737025521.44,29.8,18.29,2.35,14.7812191500217,1,1.51,Sabzi
Navoi-pax-7654,0-20 sm,Loy,7.8,2.67,3.43,1.59,19.53,53.16,9,546.59,348.69,,80.54,15.7,3.79,10.4474932638612,1.80045489061767,1.8,Sabzi
Navoi-pax-7655,0-20 sm,Gill,8.44,3.69,3.48,1.63,22.99,22.24,6.69,263.12,287.87,200156295.45,48.97,18.62,3.02,13.4274717573707,1.86352243463951,0.94,Sabzi
Navoi-pax-7656,0-20 sm,Loy,8.48,2.19,2.88,1.53,26.93,27.8,6.36,475.32,336.78,254810118.06,94.48,14.42,0.91,9.91282440496996,1.66532722496373,,Sabzi
Navoi-pax-7657,0-20 sm,Loy,6.5,5.44,2.08,1.3,15.97,57.09,13.02,287.84,156.88,868051097.45,41.82,7.04,2.37,10.1702426514494,1.97007504379008,1.79,Sabzi
Navoi-pax-7658,0-20 sm,Loy,6.57,4.59,4.72,1.29,30.09,57.45,14.1,466.46,385.04,877630844.32,92.36,16.58,3.53,8.62888493402409,2.57431599917907,0.56,Sabzi
Navoi-pax-7659,0-20 sm,Gill,6.73,4.72,4.31,1.33,35.36,55.39,14.71,297.38,250.77,805131554.31,111.85,5.65,2.41,9.96302081388938,2.60185965832019,0.66,Sabzi
Navoi-pax-7660,0-20 sm,Loy,8.24,5.45,1.7,1.5,31.52,59.8,9.59,509.51,251.68,881375813.06,62.55,6.13,1.56,11.4162906665663,2.0874268835626,1.43,Sabzi
Navoi-pax-7661,0-20 sm,Loy,6.8,1.2,4.74,1.32,18.02,36.13,11.45,269.48,169.06,319710354.93,57.34,16.85,0.83,11.3627743587357,2.60463952329882,1.84,Sabzi
Navoi-pax-7662,0-20 sm,Loy,6.56,2.81,1.77,1.32,26.31,34.25,13.08,412.85,259.72,384170926.62,42.45,15.56,2.69,9.12496236112875,1.97517219510341,1.7,Sabzi
Navoi-pax-7663,0-20 sm,Gill,6.56,2.33,4.01,1.2,29.47,21.74,10.87,420.24,259.19,124086659.93,54.94,12.27,1.17,12.0694195246143,1.98524930633445,1.01,Sabzi
Navoi-pax-7664,,Loy,8.07,3.58,0.96,1.21,17.33,45.78,12.09,284.35,256.59,714573223.55,88.74,14.29,2.22,12.4120102724362,1.53067433492453,0.4,Sabzi
Jomboy_2771,0-20 sm,Loy,7.71,1.85,0.79,1.55,32.03,16.93,6.21,500.95,377.74,84448271.06,41.36,19.81,2.82,10.8731857608977,1.78247774252277,2.55,Sabzi
Samar_tt-1518,0-20 sm,Loy,8.02,2.31,4.23,1.51,29.29,36.36,8.21,315.29,161.18,517146681.96,119.67,17.91,2.05,12.4430088918726,2.50400199982443,2.55,Sabzi
Jizzax_bug_810,0-20 sm,Gill,8.92,0.96,4.2,1.57,26.71,31.41,6.33,500.03,377.4,319941471.1,42.01,14.99,1.08,13.7059690578405,1.54141170729055,1.46,Sabzi
NMNX-2091,0-20 sm,Loy,8.21,4.24,3.2,1.6,15.2,38.26,7.88,431.3,157.27,543776792.36,77.34,10.99,1.86,8.51165264939927,2.68994253911062,2.21,Sabzi
Jomboy_2772,0-20 sm,Loy,7.74,4.38,0.59,1.47,18,33.94,7.87,376.62,241.53,253642887.13,41.81,18.6,1.89,11.1003526325792,1.3625198240051,1.47,Sabzi
Samar_tt-1519,0-20 sm,Loy,6.57,5.18,3.35,1.3,26.44,31.27,14.52,191.75,161.53,327609848.67,106.97,5.09,1.84,9.46798781275965,3.2090163308713,1.13,Sabzi
Jizzax_bug_811,0-20 sm,Gill,8.02,5.43,1.05,1.48,17.95,50.7,7.03,330.49,318.99,765255131.04,44.58,7.98,2.1,13.3663221577987,1.6230422504009,,Sabzi
NMNX-2092,0-20 sm,Loy,6.74,1.87,2.22,1.33,20.26,44.85,10.89,598.81,399.74,649515461.08,89.25,11.69,1.56,,1.60278576563104,1.4,Sabzi
Jomboy_2773,0-20 sm,Loy,7.98,3.14,2.51,1.52,19.79,51.72,9.3,484.64,301.91,661117690.94,100.38,9.77,3.6,10.2496188672784,1.49320910237167,0.95,Sabzi
Samar_tt-1520,0-20 sm,Loy,7.53,5.63,1.07,1.64,22.05,31.25,6.52,594.71,394.67,311104849.26,30.54,7.71,3.33,13.0566063855397,3.54974336148124,,Sabzi
