Namuna,Qatlam (sm),Mexanik tarkib,pH,Gumus (%),Tuproq EC (mS/cm),Tuproq zichligi (g/sm3),DNS (%),Azot (mg/kg),Fosfor (mg/kg),Kaliy (mg/kg),Mg (mg/kg),Mikroorganizmlar (CFU/g),S (mg/kg),Fe (mg/kg),Zn (mg/kg),Mn (mg/kg),Cu (mg/kg),B (mg/kg),Ekin
Samar_tt-1587,20-40 sm,Qumoq,6.74,0.81,3.43,1.38,22.81,16.82,8.99,350.45,342.16,87887093.38,25.97,9.36,1.33,9.14,2.36654074738335,0.92,Sabzi
Jizzax_bug_879,20-40 sm,Loy,6.64,2.67,4.68,1.27,32.11,33.07,9.83,203.51,117.27,,21.1,16.31,1.66,8.06,2.01183974073561,1.2,Sabzi
NMNX-2160,20-40 sm,Gill,6.53,2.19,1.04,1.42,28.66,19.85,9.18,462.02,368.84,177955861.19,22.87,18.23,2.45,7.12,2.30148763910068,0.94,Sabzi
Jomboy_2841,20-40 sm,Gill,6.47,3.37,1.74,1.41,30.19,31.12,11.16,248.29,163.34,312526982.81,26.14,12.82,3.3,7.58,2.72773720650027,1.09,Sabzi
Samar_tt-1588,20-40 sm,Gill,7.7,4.02,2.36,1.64,19.38,35.63,6.54,384.18,298.34,454084777.58,23.16,10.96,3.46,,1.77849321786461,1.01,Sabzi
Jizzax_bug_880,20-40 sm,Qum,6.64,1.98,3.84,1.31,32.31,12.58,7.9,247.42,258.06,,25.68,17.63,1.16,8.84,2.96465448768383,1.82,Sabzi
NMNX-2161,20-40 sm,Qumoq,8.24,3.06,3.42,1.73,21.35,24.92,5.12,156.8,106.68,305919372.88,29.81,6.99,3.67,8.43,1.58710972761306,0.96,Sabzi
Jomboy_2842,20-40 sm,Qum,6.43,4.09,1.95,1.34,27.03,44.94,10.62,549.13,312.57,566172368.46,23.87,14.36,2.77,6.37,3.5,1.31,Sabzi
Samar_tt-1589,20-40 sm,Qumoq,6.74,2.22,4.27,1.32,26.42,31.61,10.05,435.2,357.88,472890152.52,28.14,12.17,0.95,8.63,1.75527761161461,0.71,Sabzi
Jizzax_bug_881,20-40 sm,Qum,6.75,4.2,1.09,1.44,33.77,34.39,10.07,202.83,136.1,573528275.04,23.94,13.82,0.52,8.45,2.15766137535322,2.2,Sabzi
NMNX-2162,20-40 sm,Qumoq,6.57,1.25,2.74,1.27,36.41,17.4,8.61,217.58,153.85,145774584.31,27.41,7.28,2.78,,2.63609609418341,0.6,Sabzi
Jomboy_2843,20-40 sm,Gill,7.97,3.16,2.96,1.66,19.66,18.56,4.81,403.36,242.52,122247230.28,29.48,5.85,3.9,8.15,1.5,0.83,Sabzi
Jizzax-bax-4195,20-40 sm,Qumoq,6.4,3.77,2.91,1.36,35.84,31.88,10.8,566.84,304.4,560256670.57,26.74,9.65,1.3,6.88,2.16704651125625,,Sabzi
Jizzax-bax-4196,20-40 sm,Loy,7.56,3.67,3.44,1.61,23.31,16.29,4.78,323.93,301.03,142524830.94,27.91,15.8,3.2,6.72,3.02355532814916,1.08,Sabzi
Jizzax-bax-4197,20-40 sm,Qum,7.62,1.69,1.62,1.6,19.53,17.61,5.08,505.07,360.09,116360462.03,25.95,11.65,3.81,7.49,3.5,0.96,Sabzi
Jizzax-bax-4198,20-40 sm,Loy,8.31,2.28,4.98,1.61,35.65,37.85,6.33,275.55,,528558055.18,29.04,11.86,3.28,9.53,2.61567658455345,2.56,Sabzi
Jizzax-bax-4199,20-40 sm,Qumoq,8.15,3.31,3.55,1.56,32.51,29.77,7.3,523.15,373.11,430232771.41,28,,3.55,9.03,1.60767834374798,1.16,Sabzi
Jizzax-bax-4200,20-40 sm,Loy,6.72,3.46,2.59,1.31,24.51,27.55,11.29,203.47,106.88,406102448.53,25.79,15.55,1.09,,2.76664406734922,,Sabzi
Jizzax-bax-4201,20-40 sm,Qum,8.06,4.52,3.48,1.61,33.6,37.15,4.96,313.7,172.16,409419498.35,28.87,7.45,0.76,8.51,2.03367880697467,1.47,Sabzi
Jizzax-bax-4202,20-40 sm,Gill,8.01,4,4.09,1.73,38.19,22.65,4.78,428.16,207.15,195870262.14,27.39,18.61,2.27,5.8,3.5,,Sabzi
Jizzax-bax-4203,20-40 sm,Qum,6.53,4.02,1.78,1.39,38.46,25.28,9.95,443.08,284.13,268043143.32,24.59,8.98,1.5,10.27,1.2,,Sabzi
Jizzax-bax-4204,20-40 sm,Gill,6.36,4.23,3.02,1.44,20.58,35.82,10.59,493.4,293,609792534.9,26.01,13.37,3.17,8.16,2.21104678020223,2.45,Sabzi
Jizzax-bax-4205,20-40 sm,Gill,6.72,1.64,4.9,1.43,39.91,37.38,11.39,406.42,318.31,581223195.95,26.51,5.25,2.77,8.43,3.0760681309796,1.93,Sabzi
Jizzax-bax-4206,20-40 sm,Qumoq,7.96,3.1,2.63,1.56,19.45,38.27,6.99,535.13,367.82,383292788.8,26.45,9.24,2.18,10.05,2.07899074641306,,Sabzi
Jizzax-bax-4207,20-40 sm,Gill,7.65,1.52,2.27,1.53,17.52,21.24,4.22,388.06,257.84,116622822.5,25.6,5.45,3.35,10.51,2.22332290799713,0.89,Sabzi
Jizzax-bax-4208,20-40 sm,Qumoq,7.92,0.86,1.56,1.6,30.05,14.54,4.18,320.86,270.62,124938740.79,13.75,17,2.94,9.26,2.21975432312262,2.17,Sabzi
Jizzax-bax-4209,20-40 sm,Qum,8.99,2.37,4.8,1.68,34.75,30.55,4.94,312.41,168.64,369240286.75,26.36,13.27,0.65,,2.10125836208659,1.52,Sabzi
Jizzax-bax-4210,20-40 sm,Qumoq,8.2,4.11,3,1.56,24.4,41.48,7.71,423.1,213.71,665208718.62,21.4,8.62,1.32,6.36,1.74302536610447,1.62,Sabzi
Jizzax-bax-4211,20-40 sm,Qumoq,6.31,4.3,2.16,1.3,36.47,38.49,11.55,163.29,102.04,539460669.31,24.99,15.42,,6.29,2.42419725663869,1.64,Sabzi
Jizzax-bax-4212,20-40 sm,Gill,6.49,3.87,2.66,1.28,25.63,33.45,10.13,373.13,254.05,483322128,27.01,13.8,0.88,7.53,3.16460095754219,1.77,Sabzi
Jizzax-bax-4213,20-40 sm,Gill,8.93,1.18,3.09,1.69,31.99,14.26,5.58,470.69,369.12,91453158.38,26.87,12.27,0.52,6.91,2.12071398162681,0.77,Sabzi
Jizzax-bax-4214,20-40 sm,Gill,7.8,2.52,2.8,1.64,37.31,40.03,6.01,208.65,130.33,,20.6,19.82,3.72,9.02,2.58872159263777,1.71,Sabzi
Jizzax-bax-4215,20-40 sm,Gill,7.98,1.63,4.64,1.57,18,32.14,7.55,392.78,347.64,347018287.81,27.83,7.61,3.75,8,2.3158026089159,1.84,Sabzi
Jizzax-bax-4216,20-40 sm,Gill,8.48,1.71,3.89,1.74,15.55,38.34,6.58,518.09,328.56,500563339.45,14.89,13.59,3.82,6.76,2.62455649286527,1.02,Sabzi
Jizzax-bax-4217,20-40 sm,Gill,6.66,1.59,2.89,1.34,30.21,15,8.22,292.54,196.19,123714971.38,23.23,17.44,0.54,8.2,2.18962260781147,1.58,Sabzi
Jizzax-bax-4218,20-40 sm,Qum,7.59,2.86,2.36,1.62,36.79,40.35,6.46,517.57,380.15,489449085.6,17.22,13.89,3.83,9.64,2.08472907384002,,Sabzi
Jizzax-bax-4219,20-40 sm,Qum,8.45,2.78,1.46,1.75,27.22,24.6,4.98,347.02,206.7,357616135.41,17.01,7.99,0.97,7.02,1.54764907027471,2.65,Sabzi
Jizzax-bax-4220,20-40 sm,Gill,6.73,1,3.56,1.4,34.27,23.95,7.95,476.82,315.43,187206116.06,21.8,12.52,3.51,8.74,1.2,1.74,Sabzi
Jizzax-bax-4221,20-40 sm,Loy,7.9,0.69,1.35,1.64,36.48,18.59,5.28,456.94,184.35,68044566.97,17.37,9.03,3.64,9.27,2.00911254797923,3.06,Sabzi
Navoi-pax-12288,20-40 sm,Qum,7.91,2.44,1.25,1.77,32.03,41.25,6.2,277.12,270.99,592870159.11,29.92,,3.18,9.13,2.48453171970583,,Sabzi
Navoi-pax-12289,20-40 sm,Qumoq,6.38,3.69,0.95,1.37,20.36,29.47,8.87,455.19,281.31,245194336.46,15.41,8.6,1.49,7.73,3.04057163744289,,Sabzi
Navoi-pax-12290,20-40 sm,Gill,6.74,1.57,2.43,1.31,39.66,27.21,9.49,514.34,311.07,376448281.44,27.33,7.82,0.56,7.55,1.06077324838116,2.96,Sabzi
Navoi-pax-12291,20-40 sm,Gill,7.91,3.75,3.05,1.69,16.22,32.33,6.21,397.05,333.31,500363600.52,13.52,14.83,3.66,6.28,3.54859499546837,1.17,Sabzi
Navoi-pax-12292,20-40 sm,Gill,8.87,0.67,1.86,1.67,32.15,14.7,4.54,542.37,,116069274.11,28.86,12.5,,8.31,3.78154104433292,1.04,Sabzi
Navoi-pax-12293,20-40 sm,Qumoq,6.6,1.77,1.42,1.32,36.48,26.19,9.01,250.91,,276101632.04,14.9,18.63,1.21,6.55,3.26674001394173,0.33,Sabzi
Navoi-pax-12294,20-40 sm,Qumoq,8.9,3.51,1.66,1.76,36.27,37.51,6.69,536.17,379.33,519121398.21,12.45,15.54,0.76,7.87,3.23243900276828,1.05,Sabzi
Navoi-pax-12295,20-40 sm,Qumoq,8.82,0.82,5.05,1.58,24.69,13.41,3.73,465.07,247.99,81679405.44,25.21,16.33,1.62,8.09,2.43676544551493,,Sabzi
Navoi-pax-12296,20-40 sm,Gill,6.55,4.03,1.42,1.33,23.15,46.42,12.47,571.91,314.44,695317578.26,12.37,12.9,1.63,8.84,2.26347604967458,2.04,Sabzi
Navoi-pax-12297,20-40 sm,Gill,6.51,2.48,4.43,1.27,30.35,36.76,10.34,292.17,178.93,,29.72,7.21,2.62,8.95,1.35426669429033,2.81,Sabzi
Navoi-pax-12298,20-40 sm,Gill,7.52,4.38,3.18,1.65,22.58,40.76,7.47,241.8,230.26,649119884.25,16.23,15.81,3.97,6.4,2.19321604422071,2.18,Sabzi
Navoi-pax-12299,20-40 sm,Gill,8.29,3.58,3.85,1.71,34,34.98,5.79,393.42,336.25,514162841.59,15.63,18.81,3.06,7.46,3.11448193836194,1.43,Sabzi
Navoi-pax-12300,20-40 sm,Gill,6.65,1.62,2.04,1.42,39.98,14.37,8.44,300.85,164.09,36892143.47,17.19,8.92,0.98,10.11,2.71104539358564,1.59,Sabzi
Navoi-pax-12301,20-40 sm,Qumoq,6.63,4.72,5.17,1.43,35.66,41.86,8.95,166.25,123.91,639523916.77,17.46,5.72,3.13,8.81,2.1212593835464,0.87,Sabzi
Navoi-pax-12302,20-40 sm,Gill,8.38,4.23,2.82,1.61,39.65,36.71,6.64,370.28,330.96,685287913.48,17.92,9.59,2.32,8.6,1.54665224995044,2.3,Sabzi
Navoi-pax-12303,20-40 sm,Gill,,2.21,0.73,1.73,27.4,46.4,6.94,284.59,298.72,562087063.31,25.84,16.63,0.53,9.94,3.5,2.42,Sabzi
Navoi-pax-12304,20-40 sm,Gill,6.54,3.81,5.08,1.38,22.45,40.63,11.81,372.7,345.07,639830468.85,27.13,11.16,2.14,9.33,2.32600794843174,3.1,Sabzi
Navoi-pax-12305,20-40 sm,Gill,7.82,3.14,1.55,1.73,19.21,30.43,5.29,175.5,159.47,,28.78,19.25,3.73,10.36,1.95988461283451,1.55,Sabzi
Navoi-pax-12306,20-40 sm,Gill,6.41,4.12,1.34,1.41,17.3,38.61,10.72,372.23,310.91,547802862.92,21.34,9.66,2.04,8.78,1,1.19,Sabzi
Navoi-pax-12307,20-40 sm,Loy,6.52,1.02,0.8,1.34,32.82,13.53,9.73,315.88,221.59,27373187.63,14.77,12.42,1.02,9.05,2.45048075727871,1.38,Sabzi
Navoi-pax-12308,20-40 sm,Gill,6.51,3.63,4.64,1.27,20.73,39.29,12.08,498.43,292.21,588196610.85,27,7.98,2.08,10.26,2.46594314008782,2.49,Sabzi
Navoi-pax-12309,20-40 sm,Gill,7.74,3.19,0.72,1.71,21.09,31.78,7.18,435.85,325.19,428469729.5,13.58,10.69,2.15,6.36,2.11515424458025,2.76,Sabzi
Navoi-pax-12310,20-40 sm,Gill,8.33,1.88,3.94,1.67,34.46,32.72,4.58,574.39,370.43,347447565.42,26.04,6.49,1.61,6.39,2.32549670710404,1.76,Sabzi
Navoi-pax-12311,20-40 sm,Qum,8.37,3.71,5.27,1.62,30.03,36.55,4.78,308.74,243.76,540335340.4,21.21,18.27,3.42,5.93,1.99577387786308,2.24,Sabzi
Navoi-pax-12312,20-40 sm,Gill,7.54,3.45,3.23,1.67,24.26,38.09,4.46,426.34,167.61,533026377.69,14.76,8.18,3.94,7.56,2.57918223191712,2.83,Sabzi
Navoi-pax-12313,20-40 sm,Qumoq,6.8,0.71,4.52,1.37,17.98,20.46,9.24,205.77,,337718546.6,24.36,16.92,1.76,7.52,1.80718307625616,1.91,Sabzi
Navoi-pax-12314,20-40 sm,Loy,7.75,1.67,1.9,1.57,23.57,16.73,4.78,218.73,144.56,79414240.86,27.74,18.65,2.96,8.68,2.11035946646036,1.29,Sabzi
Navoi-pax-12315,20-40 sm,Qum,6.56,0.73,2.52,1.27,31.39,12.34,7.39,442.3,360.2,66492745.26,29.69,12.44,2.8,7.71,2.22524270776943,1.81,Sabzi
Navoi-pax-12316,20-40 sm,Loy,8.55,2.37,1.76,1.67,23.16,24.28,5.49,558.28,324.82,418458007.26,14.19,7.88,1.75,8.41,1.16640048034353,,Sabzi
Navoi-pax-12317,20-40 sm,Qum,6.55,3.98,5.22,1.34,39.07,44.99,11.59,347.68,187.77,598798728.61,27.51,13.15,3.44,6.75,2.77024947158891,2.44,Sabzi
Navoi-pax-12318,20-40 sm,Qum,6.35,3.68,3.98,1.33,18.24,25.17,8.48,177.09,108.36,236212707.32,18.84,16.96,3.75,7.98,2.1567424223207,,Sabzi
Navoi-pax-12319,20-40 sm,Qumoq,6.57,0.64,1.41,1.4,15.22,10.44,7.76,375.68,288.06,69891134.66,12.58,,3.65,8.13,2.65006593668139,0.62,Sabzi
Navoi-pax-12320,20-40 sm,Gill,6.33,3,1.02,1.32,26.78,23.8,9.48,241.27,184.51,147026367.19,28.71,9.6,2.28,7.39,2.53633144551717,1.56,Sabzi
Navoi-pax-12321,20-40 sm,Gill,8.11,4.3,2.17,1.69,32.97,38.7,7.68,214.01,224.21,560767165.69,23.45,8.35,,6.83,2.14593191721788,2.27,Sabzi
Navoi-pax-12322,20-40 sm,Gill,8.49,3.4,2.76,1.74,18.7,39.12,6.11,578.84,359.52,548749560.2,25.22,19.7,3.36,7.38,2.9,2.26,Sabzi
Navoi-pax-12323,20-40 sm,Qum,7.75,4.03,3.5,1.61,37.25,29.85,4.47,309.13,275.24,368438433.29,17.86,19.22,1.09,8.37,1.80755589875572,1.94,Sabzi
Navoi-pax-12324,20-40 sm,Loy,8.69,1.89,3.24,1.61,17.18,18.08,4.74,351.03,288.91,275400798.63,17.86,5.69,0.51,6.55,2.72833232890437,2.2,Sabzi
Navoi-pax-12325,20-40 sm,Gill,8.85,1.42,4.05,1.76,22.38,33.32,6.2,449.33,375.77,325627742.44,28.85,9.5,1.59,,2.20896224899424,2.48,Sabzi
Navoi-pax-12326,20-40 sm,Loy,6.56,2.21,2.78,1.45,35.58,25.77,10.93,427.13,226.58,214674864.83,21.71,8.02,3.18,7.44,2.16178154633412,1.52,Sabzi
Navoi-pax-12327,20-40 sm,Qumoq,6.4,1.36,3.98,1.35,23.68,25.16,9.33,201.18,137.33,204026489.16,28.35,6.88,3.39,6.53,2.47870597948384,2.66,Sabzi
Navoi-pax-12328,20-40 sm,Loy,6.59,4.17,1.92,1.42,16.63,37.25,10.49,452.65,199.13,582425392.54,15.96,16.27,3.1,8.33,2.28772131469305,1.96,Sabzi
Navoi-pax-12329,20-40 sm,Qumoq,7.65,2.96,3.33,1.63,17.47,31.11,6.92,344.96,177.16,608073447.01,18.9,6.35,3.73,8.37,2.650649366877,,Sabzi
Navoi-pax-12330,20-40 sm,Qum,8.05,4.69,3.42,1.72,36.25,47.75,6.25,493.66,324.6,702676142.67,17.61,7.47,2.21,8.9,1.9658278844571,2.18,Sabzi
Navoi-pax-12331,20-40 sm,Qum,6.79,2.98,4.02,1.4,31.14,37.85,10.23,540.23,199.4,668133352.66,13.17,16.33,0.87,7.14,2.40652257853262,0.8,Sabzi
Navoi-pax-12332,20-40 sm,Qum,6.5,1.05,2.44,1.32,35.48,13,9.42,332.76,141.28,82303919.43,16.01,11.59,3.33,8.66,3.42761133075341,1.37,Sabzi
Navoi-pax-12333,20-40 sm,Qum,6.49,1.31,5.29,1.35,36.29,17.62,9.01,542.6,377.58,187530172.8,25.76,5.07,3.41,9.35,2.41777961822347,1.1,Sabzi
Navoi-pax-12334,20-40 sm,Qum,7.52,4.06,0.61,1.66,20.55,33.98,5.9,595.72,388.59,568408125.42,23.45,15.99,2.84,7.18,2.62929765684391,1.42,Sabzi
Navoi-pax-12335,20-40 sm,Qumoq,6.59,3.34,3.79,1.45,26.85,29.24,9.3,415.02,298.17,541246903.6,25.06,15.64,1.97,10.24,2.48818112041269,2.12,Sabzi
Navoi-pax-12336,20-40 sm,Qum,6.3,4.68,0.9,1.36,33.13,37.4,8.62,174.52,120.07,387740797.79,26.19,,,7.99,1.48932017062076,2.49,Sabzi
Navoi-pax-12337,20-40 sm,Loy,7.78,1.11,3.12,1.56,30.03,15.93,4.45,155.39,114.93,55587612.85,25.81,19.1,3.41,8.79,2.61364240769303,2.47,Sabzi
Navoi-pax-12338,20-40 sm,Qumoq,7.88,1.3,1.37,1.52,29.67,17.61,4.62,302.75,143.25,108359693.67,25.18,15,2.43,9.65,1,1.85,Sabzi
Navoi-pax-12339,20-40 sm,Qumoq,8.34,1.63,0.88,1.75,27.54,30.21,4.81,310.51,268.55,295494758.5,19.3,15.31,1.61,8.41,1.43907016459882,1.9,Sabzi
Navoi-pax-12340,20-40 sm,Qumoq,6.78,1.94,1.31,1.41,24.81,31.04,10.58,578.46,304.72,462534863.16,28.86,8.7,0.63,8.42,2.37816991748583,,Sabzi
Navoi-pax-12341,20-40 sm,Loy,6.38,2.26,1.2,1.34,30.42,16.6,7.61,245.83,267.79,78707184.37,23.75,18.87,2.27,9.25,2.88497197430495,2.41,Sabzi
Navoi-pax-12342,20-40 sm,Qumoq,6.45,0.74,3.53,1.32,20.79,13.51,7.76,506.57,376.91,13220811.14,25.67,7.24,3.04,,1.2,3.37,Sabzi
Navoi-pax-12343,20-40 sm,Qum,6.56,4.27,1.92,1.45,32.78,44.96,11.78,510.15,334.92,589692708.26,,7.85,1.94,9.37,2.618035149478,,Sabzi
Navoi-pax-12344,20-40 sm,Loy,8.65,1.03,4.61,1.7,33.23,27.13,5,247.22,131.76,278602477.59,,12.81,2.18,7.83,2.88941700149523,2.12,Sabzi
Navoi-pax-12345,20-40 sm,Qum,6.56,3.21,3.47,1.39,18.14,28.24,11.29,201.57,145.93,546203515.02,,16.35,1.63,7.5,3.5,2.47,Sabzi
Navoi-pax-12346,20-40 sm,Loy,8.6,3.14,4.82,1.58,17.93,26.81,5.68,554.33,339.66,360353655.26,,14.56,0.97,6.89,1.43742598841427,2.5,Sabzi
Navoi-pax-12347,20-40 sm,Gill,6.6,3.19,2.22,1.36,17.59,26.22,9.79,445.99,243.57,366075324.55,,5.4,2.41,6.22,1.59640652221304,2.59,Sabzi
Navoi-pax-12348,20-40 sm,Qumoq,7.79,3.21,1.24,1.72,27.91,25.93,4.44,199.91,154.83,368801874.26,19.22,16.6,2.41,7.93,4,2.09,Sabzi
Navoi-pax-12349,20-40 sm,Loy,6.47,2.98,2.46,1.3,29.56,27.89,8.62,275.11,148.66,250448300.14,18.83,14.55,1.37,7.51,2.83140511496409,,Sabzi
Navoi-pax-12350,20-40 sm,Loy,8.43,1.33,4.84,1.57,31.1,25.7,4.58,545.95,304.24,300129384.05,23.12,15.03,2.21,7.47,2.51310154183748,2.11,Sabzi
Navoi-pax-12351,20-40 sm,Loy,8.04,3.04,0.97,1.71,18.69,31.01,5.82,187.51,112.87,340663494.23,23.76,15.4,1.45,9.66,2.41458826539433,2.51,Sabzi
Navoi-pax-12352,20-40 sm,Qumoq,8.74,3.09,5.17,1.59,25.96,23.25,5.14,412.13,173.76,338044004.4,26.01,7.14,2.97,7.35,1.4910535495391,1.27,Sabzi
Navoi-pax-12353,20-40 sm,Loy,7.94,0.65,1.78,1.66,37.98,10.78,4.25,320.82,242.48,8544158.21,14.04,19.01,2.66,7.87,2.04787747192239,,Sabzi
Navoi-pax-12354,20-40 sm,Qum,6.73,1.88,4.37,1.46,34.07,21.06,7.19,495.3,284.79,260845139,15.19,14.36,2.17,6.14,1.75781840919265,,Sabzi
Jomboy_2841,20-40 sm,Qumoq,8.56,1.77,4.79,1.6,37.41,18.72,3.7,357.43,259.34,55952170.38,23.71,9.55,1.86,10.29,1.54016404663891,1.53,Sabzi
Samar_tt-1588,20-40 sm,Loy,8.03,3.9,4.19,1.71,22.1,34.17,5.2,528.8,291.74,376234293.34,10.33,17.97,,8.77,3.5,0.67,Sabzi
Jizzax_bug_880,20-40 sm,Loy,6.35,3.58,3.57,1.42,28.48,31.73,9.94,580.04,375.96,489290104.37,24.57,10.14,3.96,9.72,2.24874527719829,1.17,Sabzi
NMNX-2161,20-40 sm,Loy,7.55,3.56,1.24,1.58,32.92,27.41,5.31,461.08,221.95,312849322.84,22.8,19.3,2.11,8.57,2.38869695938933,0.84,Sabzi
Jomboy_2842,20-40 sm,Qumoq,8,3.99,1.28,1.62,23.64,39.31,5.88,396.59,276.9,538012662.09,19.88,16.07,,,1.65952366581139,1.29,Sabzi
Samar_tt-1589,20-40 sm,Qum,7.54,4.3,0.62,1.65,32.49,40.3,7.59,334.11,220.61,707649118.06,27.18,19.39,3.69,7.55,2.53239012937683,1.08,Sabzi
Jizzax_bug_881,20-40 sm,Qum,6.58,1.4,4.39,1.39,28.94,11.51,7.1,376.46,296.13,101106278.8,28.28,15.17,2.33,6.37,1,1.94,Sabzi
NMNX-2162,20-40 sm,Loy,8.06,1.06,2.26,1.63,36.62,19.54,5.06,473.09,344.5,96332210.11,15.72,19.02,2.66,9.88,1.4972893778043,1.26,Sabzi
Jomboy_2843,20-40 sm,Loy,8.51,2.71,1.97,1.58,19.2,30.32,5.71,187.02,169.76,508298063.66,16.14,17.37,0.71,7.37,3.08564323926135,1.09,Sabzi
Samar_tt-1590,20-40 sm,Loy,8.94,0.72,4.67,1.73,21.43,19.05,4.85,365.93,170.84,308809857.18,19.99,7.24,1.55,6.54,3.1043717516706,2.35,Sabzi
Jizzax_bug_882,20-40 sm,Loy,8.45,1.17,2.69,1.68,24.7,15.14,4.29,424.49,258.56,105350245.42,23.48,17.78,3.49,8.8,1.05369372425392,0.7,Sabzi
NMNX-2163,20-40 sm,Loy,8.77,2.75,2.85,1.76,38.23,42.53,6.81,587.48,388.25,429726046.92,15.51,16.21,1.43,5.4,2.82337015603545,0.66,Sabzi
Jomboy_2844,20-40 sm,Qumoq,8.4,0.66,5.19,1.63,39.15,21.6,5.48,279.76,158.69,131555977.54,19.97,7.64,3.8,9.5,1.72726984561361,2.65,Sabzi
Jizzax-bax-4222,20-40 sm,Qum,6.72,0.89,4.87,1.3,38.81,25.02,9.89,403.56,347.59,198989815.03,17.06,19.37,1.57,8.52,3.3649098796886,1.8,Sabzi
Jizzax-bax-4223,20-40 sm,Qum,6.72,3.84,4.62,1.43,20.68,44.57,10.12,329.96,257.03,566298855.15,15.23,12.97,2.22,7.65,2.60162163410482,2.16,Sabzi
Jizzax-bax-4224,20-40 sm,Loy,7.57,3.69,2.98,1.52,17.2,35.96,7.55,426.77,189.45,653339823.34,21.76,11.52,2.54,,2.07101815744538,0.97,Sabzi
Jizzax-bax-4225,20-40 sm,Loy,6.62,3.26,3.6,1.38,25.23,23.31,9.08,416.03,263.01,308056791.1,27.75,19.65,2.73,8.27,2.72281555425891,2.62,Sabzi
Jizzax-bax-4226,20-40 sm,Qumoq,8.9,1.1,3.76,1.72,19.93,17.59,6.24,500.68,310.24,213143137.52,13.96,5,1.44,,2.33298540197688,1.15,Sabzi
Jizzax-bax-4227,20-40 sm,Qumoq,8.02,1.7,3.43,1.52,32.46,29.54,6.48,158.48,150.55,358633664.25,15.14,19.98,2.01,6.67,1.79363397547283,1.48,Sabzi
Jizzax-bax-4228,20-40 sm,Loy,7.95,3.59,1.52,1.67,24.35,43.65,4.73,540.52,380.29,583795293.05,12.93,12.69,1.88,8.51,2.03837776013716,1.59,Sabzi
Jizzax-bax-4229,20-40 sm,Loy,8.4,4.35,1.45,1.67,37.97,27.4,7.26,453.75,317.35,476661950.37,11,6.05,0.64,8.1,1.75892684710094,2.38,Sabzi
Jizzax-bax-4230,20-40 sm,Qum,8.38,3.34,3.81,1.53,25.1,33.49,6.66,298.81,319.29,244051204.78,29.54,16.94,1.6,6.83,2.10963777201301,2.17,Sabzi
Jizzax-bax-4231,20-40 sm,Qumoq,8.89,3.91,3.86,1.67,34.62,39.1,6.95,445.98,352.22,,16.24,11.77,0.68,8.76,3.21417109626661,2.79,Sabzi
Jizzax-bax-4232,20-40 sm,Loy,6.59,2.72,2.84,1.46,32.77,21.12,9.07,213.49,227.14,295215883.61,26.33,14.8,1.54,8.55,2.05344703450667,2.52,Sabzi
Jizzax-bax-4233,20-40 sm,Qum,7.86,3.88,4.15,1.62,29.1,38.69,7.07,537.31,344.76,677434026.44,19.71,12.88,3.04,9.13,1.98358793730279,2.01,Sabzi
Jizzax-bax-4234,20-40 sm,Loy,6.66,2.79,2.91,1.39,31.61,37.94,10.31,217.94,144.09,520751441.41,21.16,15.4,1.14,8.74,2.81747598719868,1.89,Sabzi
Jizzax-bax-4235,20-40 sm,Loy,6.68,2.36,1.77,1.41,20.88,32.52,10.2,566.21,370.96,333797651.07,22.8,6.23,1.81,9.97,2.03693062784715,2.46,Sabzi
Jizzax-bax-4236,20-40 sm,Loy,6.48,1.81,3.07,1.43,22.21,15.91,8.73,256.92,147.58,236536770.63,29.89,7.35,3.45,6.87,1.97858541968508,3.05,Sabzi
Jizzax-bax-4237,20-40 sm,Loy,6.44,3.98,2.81,1.36,31.76,28.84,10.77,324.55,237.64,281850446.84,29.15,19.45,2.9,8.68,2.43190956555492,1.75,Sabzi
Jizzax-bax-4238,20-40 sm,Loy,8.41,0.69,0.86,1.67,31,13.35,3.57,514.25,350.65,31190711.09,21.81,7.79,2.55,7.83,1.2,,Sabzi
Jizzax-bax-4239,20-40 sm,Loy,8.18,1.8,4.12,1.7,24.96,13.77,4.32,347.57,288.99,86410908.87,14.29,,2.61,8.7,2.19074727802993,1.98,Sabzi
Jizzax-bax-4240,20-40 sm,Qumoq,8.38,2.35,1.07,1.7,34.01,34.84,6.74,279.78,168.65,616925798.78,15.8,5.37,1.42,7.72,3.13527647805995,,Sabzi
Jizzax-bax-4241,20-40 sm,Loy,6.37,4,2.43,1.28,25.19,34.83,9.97,411.99,369.73,432504088.66,10.83,10.51,3.52,7.33,2.1875631980034,1.41,Sabzi
Jizzax-bax-4242,20-40 sm,Loy,6.63,0.88,2.51,1.39,39.6,14.98,9.73,445.45,345.67,122878315.5,24.58,13.21,3.74,7.68,1.78322209456002,,Sabzi
Jizzax-bax-4243,20-40 sm,Loy,6.4,2.82,4.73,1.37,37.56,26.11,8.57,596.14,399.12,284101436.99,20.26,,2.48,6.87,1.59252516893143,2.95,Sabzi
Jizzax-bax-4244,20-40 sm,Qum,7.63,3.75,1.09,1.59,17.36,40.49,6.79,204.3,125.24,561597218.1,25.78,13.52,3.73,9.71,1.2,1.39,Sabzi
Jizzax-bax-4245,20-40 sm,Loy,6.63,2.18,2.46,1.39,27.6,42.6,10.22,549.69,335.39,701989943.8,17.12,19.84,3.36,7.86,2.07938235715352,1.47,Sabzi
